# Disease orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)
# by Sasti Gopal Das
H_gene_symbol	H_gene_id	H_gene_type	M_gene_id	M_gene_type	orthology_type	gencode_versions
C1RL-AS1	ENSG00000205885.7	lncRNA	ENSMUSG00000107552.1	lncRNA	one-to-one	GENCODE.v27vsM16
WT1-AS	ENSG00000183242.11	lncRNA	ENSMUSG00000074987.9	lncRNA	one-to-many	GENCODE.v27vsM16
ANKRD62P1-PARP4P3	ENSG00000189295.13	lncRNA	ENSMUSG00000074404.6	lncRNA	many-to-many	GENCODE.v27vsM16
MIR503HG	ENSG00000223749.9	lncRNA	ENSMUSG00000101603.1	lncRNA	many-to-many	GENCODE.v27vsM16
NEAT1	ENSG00000245532.7	lncRNA	ENSMUSG00000092274.2	lncRNA	many-to-many	GENCODE.v27vsM16
ENSG00000279344	ENSG00000279344.1	lncRNA	ENSMUSG00000109727.1	lncRNA	one-to-many	GENCODE.v27vsM16
LINC00442	ENSG00000232685.4	lncRNA	ENSMUSG00000085292.1	lncRNA	many-to-many	GENCODE.v27vsM16
FIRRE	ENSG00000213468.5	lncRNA	ENSMUSG00000085396.7	lncRNA	many-to-many	GENCODE.v27vsM16
TTC28-AS1	ENSG00000235954.6	lncRNA	ENSMUSG00000106374.1	lncRNA	many-to-many	GENCODE.v27vsM16
LPP-AS2	ENSG00000270959.1	lncRNA	ENSMUSG00000097867.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC02217	ENSG00000248455.5	lncRNA	ENSMUSG00000103315.1	lncRNA	one-to-one	GENCODE.v27vsM16
ATP6V0E2-AS1	ENSG00000204934.10	lncRNA	ENSMUSG00000097716.1	lncRNA	one-to-one	GENCODE.v27vsM16
TMC3-AS1	ENSG00000259343.6	lncRNA	ENSMUSG00000094841.2	lncRNA	one-to-many	GENCODE.v27vsM16
MIR23AHG	ENSG00000267519.5	lncRNA	ENSMUSG00000097296.1	lncRNA	many-to-many	GENCODE.v27vsM16
LINC01089	ENSG00000212694.8	lncRNA	ENSMUSG00000090086.7	lncRNA	many-to-many	GENCODE.v27vsM16
RPL34-DT	ENSG00000234492.4	lncRNA	ENSMUSG00000105789.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01606	ENSG00000253301.5	lncRNA	ENSMUSG00000109113.1	lncRNA	many-to-many	GENCODE.v27vsM16
RASSF8-AS1	ENSG00000246695.7	lncRNA	ENSMUSG00000085658.1	lncRNA	one-to-one	GENCODE.v27vsM16
CCDC183-AS1	ENSG00000228544.1	lncRNA	ENSMUSG00000052403.11	lncRNA	one-to-one	GENCODE.v27vsM16
SATB1-AS1	ENSG00000228956.8	lncRNA	ENSMUSG00000103753.1	lncRNA	one-to-many	GENCODE.v27vsM16
MIR670HG	ENSG00000235661.3	lncRNA	ENSMUSG00000075020.6	lncRNA	many-to-many	GENCODE.v27vsM16
ENSG00000280426	ENSG00000280426.1	lncRNA	ENSMUSG00000092183.1	lncRNA	one-to-one	GENCODE.v27vsM16
COPB2-DT	ENSG00000248932.5	lncRNA	ENSMUSG00000051074.4	lncRNA	one-to-one	GENCODE.v27vsM16
SNHG14	ENSG00000224078.13	lncRNA	ENSMUSG00000109536.1	lncRNA	one-to-many	GENCODE.v27vsM16
LINC00670	ENSG00000179136.6	lncRNA	ENSMUSG00000085162.7	lncRNA	one-to-one	GENCODE.v27vsM16
LINC00595	ENSG00000230417.11	lncRNA	ENSMUSG00000089887.2	lncRNA	one-to-many	GENCODE.v27vsM16
LINC02454	ENSG00000256268.1	lncRNA	ENSMUSG00000103213.1	lncRNA	one-to-one	GENCODE.v27vsM16
LHX5-AS1	ENSG00000257935.2	lncRNA	ENSMUSG00000098649.2	lncRNA	one-to-one	GENCODE.v27vsM16
OVCH1-AS1	ENSG00000257599.2	lncRNA	ENSMUSG00000102869.2	lncRNA	many-to-many	GENCODE.v27vsM16
SNHG3	ENSG00000242125.3	lncRNA	ENSMUSG00000085241.7	lncRNA	many-to-many	GENCODE.v27vsM16
DLGAP4-AS1	ENSG00000232907.7	lncRNA	ENSMUSG00000087179.8	lncRNA	one-to-one	GENCODE.v27vsM16
TBX5-AS1	ENSG00000255399.3	lncRNA	ENSMUSG00000106795.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC02502	ENSG00000250392.2	lncRNA	ENSMUSG00000102679.1	lncRNA	one-to-many	GENCODE.v27vsM16
LINC02261	ENSG00000249699.1	lncRNA	ENSMUSG00000105912.1	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000279683	ENSG00000279683.1	lncRNA	ENSMUSG00000099190.1	lncRNA	one-to-one	GENCODE.v27vsM16
SNHG5	ENSG00000203875.10	lncRNA	ENSMUSG00000074039.10	lncRNA	many-to-many	GENCODE.v27vsM16
OSER1-DT	ENSG00000223891.5	lncRNA	ENSMUSG00000099632.1	lncRNA	one-to-one	GENCODE.v27vsM16
LNCARSR	ENSG00000233086.7	lncRNA	ENSMUSG00000103488.1	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000278905	ENSG00000278905.1	lncRNA	ENSMUSG00000114401.1	lncRNA	one-to-one	GENCODE.v27vsM16
CDK6-AS1	ENSG00000237819.5	lncRNA	ENSMUSG00000097483.2	lncRNA	many-to-many	GENCODE.v27vsM16
LINC01833	ENSG00000259439.2	lncRNA	ENSMUSG00000093460.9	lncRNA	one-to-many	GENCODE.v27vsM16
MIR200CHG	ENSG00000257084.1	lncRNA	ENSMUSG00000099609.1	lncRNA	many-to-many	GENCODE.v27vsM16
PEX5L-AS2	ENSG00000244302.1	lncRNA	ENSMUSG00000087625.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01485	ENSG00000254211.5	lncRNA	ENSMUSG00000085772.7	lncRNA	one-to-one	GENCODE.v27vsM16
MEG8	ENSG00000225746.9	lncRNA	ENSMUSG00000102657.1	lncRNA	one-to-many	GENCODE.v27vsM16
LINC01038	ENSG00000229011.1	lncRNA	ENSMUSG00000022116.7	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01551	ENSG00000186960.10	lncRNA	ENSMUSG00000104861.1	lncRNA	one-to-many	GENCODE.v27vsM16
LINC01588	ENSG00000214900.9	lncRNA	ENSMUSG00000111462.1	lncRNA	many-to-many	GENCODE.v27vsM16
LINC01597	ENSG00000205611.4	lncRNA	ENSMUSG00000102297.1	lncRNA	one-to-many	GENCODE.v27vsM16
IGFBP7-AS1	ENSG00000245067.6	lncRNA	ENSMUSG00000106985.1	lncRNA	one-to-one	GENCODE.v27vsM16
OSBPL10-AS1	ENSG00000232490.6	lncRNA	ENSMUSG00000098191.1	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000280227	ENSG00000280227.1	lncRNA	ENSMUSG00000109812.1	lncRNA	many-to-many	GENCODE.v27vsM16
RABGAP1L-IT1	ENSG00000223525.1	lncRNA	ENSMUSG00000103632.1	lncRNA	many-to-many	GENCODE.v27vsM16
LINC01738	ENSG00000227947.1	lncRNA	ENSMUSG00000100998.1	lncRNA	one-to-one	GENCODE.v27vsM16
PROX1-AS1	ENSG00000230461.8	lncRNA	ENSMUSG00000079045.3	lncRNA	one-to-one	GENCODE.v27vsM16
HOXD-AS2	ENSG00000237380.6	lncRNA	ENSMUSG00000052371.5	lncRNA	one-to-many	GENCODE.v27vsM16
LINC00343	ENSG00000226620.7	lncRNA	ENSMUSG00000099890.2	lncRNA	one-to-one	GENCODE.v27vsM16
MIR4435-2HG	ENSG00000172965.14	lncRNA	ENSMUSG00000074813.13	lncRNA	one-to-many	GENCODE.v27vsM16
HCG11	ENSG00000228223.3	lncRNA	ENSMUSG00000102869.2	lncRNA	many-to-many	GENCODE.v27vsM16
LINC00278	ENSG00000231535.5	lncRNA	ENSMUSG00000100780.1	lncRNA	one-to-half	GENCODE.v27vsM16
LINC02228	ENSG00000251273.2	lncRNA	ENSMUSG00000102869.2	lncRNA	one-to-many	GENCODE.v27vsM16
LINC01550	ENSG00000246223.8	lncRNA	ENSMUSG00000086319.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01232	ENSG00000280734.2	lncRNA	ENSMUSG00000085615.2	lncRNA	one-to-many	GENCODE.v27vsM16
LINC01445	ENSG00000231427.5	lncRNA	ENSMUSG00000104323.1	lncRNA	one-to-one	GENCODE.v27vsM16
PRKAG2-AS1	ENSG00000239911.2	lncRNA	ENSMUSG00000043833.6	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000279518	ENSG00000279518.1	lncRNA	ENSMUSG00000104324.1	lncRNA	one-to-many	GENCODE.v27vsM16
EMX2OS	ENSG00000229847.8	lncRNA	ENSMUSG00000087095.2	lncRNA	one-to-one	GENCODE.v27vsM16
LINC00654	ENSG00000205181.5	lncRNA	ENSMUSG00000086379.7	lncRNA	one-to-many	GENCODE.v27vsM16
PAX8-AS1	ENSG00000189223.14	lncRNA	ENSMUSG00000086712.2	lncRNA	one-to-half	GENCODE.v27vsM16
LINC01727	ENSG00000279082.3	lncRNA	ENSMUSG00000086509.2	lncRNA	many-to-many	GENCODE.v27vsM16
ENSG00000260464	ENSG00000260464.1	lncRNA	ENSMUSG00000057359.7	lncRNA	one-to-many	GENCODE.v27vsM16
TRHDE-AS1	ENSG00000236333.3	lncRNA	ENSMUSG00000084865.1	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000268575	ENSG00000268575.1	lncRNA	ENSMUSG00000110505.1	lncRNA	many-to-many	GENCODE.v27vsM16
BASP1-AS1	ENSG00000215196.4	lncRNA	ENSMUSG00000056089.6	lncRNA	one-to-many	GENCODE.v27vsM16
ENSG00000232732	ENSG00000232732.9	lncRNA	ENSMUSG00000097519.2	lncRNA	one-to-one	GENCODE.v27vsM16
NKX2-2-AS1	ENSG00000258197.1	lncRNA	ENSMUSG00000086509.2	lncRNA	one-to-many	GENCODE.v27vsM16
LINC01694	ENSG00000233922.2	lncRNA	ENSMUSG00000102522.1	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000269707	ENSG00000269707.1	lncRNA	ENSMUSG00000093436.6	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000279204	ENSG00000279204.1	lncRNA	ENSMUSG00000102563.1	lncRNA	one-to-many	GENCODE.v27vsM16
DIO2-AS1	ENSG00000258766.1	lncRNA	ENSMUSG00000097157.2	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000271434	ENSG00000271434.3	lncRNA	ENSMUSG00000087657.8	lncRNA	one-to-one	GENCODE.v27vsM16
LINC00393	ENSG00000224853.1	lncRNA	ENSMUSG00000103188.1	lncRNA	one-to-one	GENCODE.v27vsM16
XIST	ENSG00000229807.10	lncRNA	ENSMUSG00000086503.3	lncRNA	many-to-many	GENCODE.v27vsM16
LINC00588	ENSG00000215117.5	lncRNA	ENSMUSG00000074404.6	lncRNA	many-to-many	GENCODE.v27vsM16
TRAF3IP2-AS1	ENSG00000231889.7	lncRNA	ENSMUSG00000087177.7	lncRNA	many-to-many	GENCODE.v27vsM16
LINC02291	ENSG00000197176.7	lncRNA	ENSMUSG00000085820.7	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000275210	ENSG00000275210.1	lncRNA	ENSMUSG00000108613.1	lncRNA	many-to-many	GENCODE.v27vsM16
MEG9	ENSG00000223403.3	lncRNA	ENSMUSG00000097391.8	lncRNA	one-to-many	GENCODE.v27vsM16
LINC01574	ENSG00000248859.2	lncRNA	ENSMUSG00000100728.1	lncRNA	one-to-one	GENCODE.v27vsM16
CPEB1-AS1	ENSG00000259462.2	lncRNA	ENSMUSG00000109401.1	lncRNA	one-to-one	GENCODE.v27vsM16
TAPT1-AS1	ENSG00000263327.6	lncRNA	ENSMUSG00000104784.1	lncRNA	one-to-one	GENCODE.v27vsM16
SOX2-OT	ENSG00000242808.7	lncRNA	ENSMUSG00000105265.4	lncRNA	many-to-many	GENCODE.v27vsM16
ENSG00000279344	ENSG00000279344.1	lncRNA	ENSMUSG00000109727.1	lncRNA	many-to-many	GENCODE.v27vsM16
ENSG00000273328	ENSG00000273328.5	lncRNA	ENSMUSG00000111053.1	lncRNA	many-to-many	GENCODE.v27vsM16
MIR100HG	ENSG00000255248.7	lncRNA	ENSMUSG00000074415.12	lncRNA	one-to-many	GENCODE.v27vsM16
EPIST	ENSG00000249082.2	lncRNA	ENSMUSG00000100096.1	lncRNA	one-to-many	GENCODE.v27vsM16
H1-10-AS1	ENSG00000206417.8	lncRNA	ENSMUSG00000084950.7	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000278893	ENSG00000278893.1	lncRNA	ENSMUSG00000110084.1	lncRNA	one-to-many	GENCODE.v27vsM16
MIR200CHG	ENSG00000257084.1	lncRNA	ENSMUSG00000087327.1	lncRNA	one-to-many	GENCODE.v27vsM16
ENSG00000280202	ENSG00000280202.1	lncRNA	ENSMUSG00000107253.1	lncRNA	many-to-many	GENCODE.v27vsM16
ENSG00000260160	ENSG00000260160.1	lncRNA	ENSMUSG00000107979.1	lncRNA	many-to-many	GENCODE.v27vsM16
LIPE-AS1	ENSG00000213904.8	lncRNA	ENSMUSG00000053714.8	lncRNA	one-to-many	GENCODE.v27vsM16
LINC02533	ENSG00000260239.1	lncRNA	ENSMUSG00000114838.1	lncRNA	one-to-one	GENCODE.v27vsM16
SNHG21	ENSG00000250988.7	lncRNA	ENSMUSG00000097277.7	lncRNA	one-to-many	GENCODE.v27vsM16
LINC02228	ENSG00000251273.2	lncRNA	ENSMUSG00000104222.1	lncRNA	many-to-many	GENCODE.v27vsM16
LINC02532	ENSG00000235142.7	lncRNA	ENSMUSG00000075184.3	lncRNA	one-to-many	GENCODE.v27vsM16
FAM83C-AS1	ENSG00000235214.1	lncRNA	ENSMUSG00000086754.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01187	ENSG00000249601.2	lncRNA	ENSMUSG00000086243.1	lncRNA	one-to-one	GENCODE.v27vsM16
GABPB1-AS1	ENSG00000244879.6	lncRNA	ENSMUSG00000098024.1	lncRNA	one-to-one	GENCODE.v27vsM16
DANCR	ENSG00000226950.6	lncRNA	ENSMUSG00000106943.1	lncRNA	one-to-many	GENCODE.v27vsM16
CDK6-AS1	ENSG00000237819.5	lncRNA	ENSMUSG00000097709.8	lncRNA	many-to-many	GENCODE.v27vsM16
CXXC4-AS1	ENSG00000245384.1	lncRNA	ENSMUSG00000097911.2	lncRNA	one-to-many	GENCODE.v27vsM16
PPP3CB-AS1	ENSG00000221817.9	lncRNA	ENSMUSG00000084925.8	lncRNA	one-to-one	GENCODE.v27vsM16
COLCA1	ENSG00000196167.9	lncRNA	ENSMUSG00000044694.2	lncRNA	one-to-one	GENCODE.v27vsM16
H19	ENSG00000130600.17	lncRNA	ENSMUSG00000000031.16	lncRNA	many-to-many	GENCODE.v27vsM16
CXXC4-AS1	ENSG00000245384.1	lncRNA	ENSMUSG00000103416.1	lncRNA	many-to-many	GENCODE.v27vsM16
OXCT1-AS1	ENSG00000248668.2	lncRNA	ENSMUSG00000087221.3	lncRNA	one-to-one	GENCODE.v27vsM16
LINC02122	ENSG00000248474.1	lncRNA	ENSMUSG00000114294.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01473	ENSG00000237877.6	lncRNA	ENSMUSG00000102082.1	lncRNA	one-to-one	GENCODE.v27vsM16
MIR124-2HG	ENSG00000254377.5	lncRNA	ENSMUSG00000100252.6	lncRNA	many-to-many	GENCODE.v27vsM16
MIR34AHG	ENSG00000228526.6	lncRNA	ENSMUSG00000086665.1	lncRNA	one-to-many	GENCODE.v27vsM16
ENSG00000260160	ENSG00000260160.1	lncRNA	ENSMUSG00000114270.1	lncRNA	many-to-many	GENCODE.v27vsM16
MIR4307HG	ENSG00000257612.1	lncRNA	ENSMUSG00000104308.1	lncRNA	one-to-one	GENCODE.v27vsM16
MIR181A1HG	ENSG00000229989.3	lncRNA	ENSMUSG00000098243.3	lncRNA	one-to-many	GENCODE.v27vsM16
ENSG00000279271	ENSG00000279271.1	lncRNA	ENSMUSG00000097474.1	lncRNA	one-to-one	GENCODE.v27vsM16
MIR34AHG	ENSG00000228526.6	lncRNA	ENSMUSG00000102813.1	lncRNA	one-to-many	GENCODE.v27vsM16
HOTAIRM1	ENSG00000233429.9	lncRNA	ENSMUSG00000087658.2	lncRNA	many-to-many	GENCODE.v27vsM16
LINC01103	ENSG00000234781.2	lncRNA	ENSMUSG00000100180.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC00574	ENSG00000231690.2	lncRNA	ENSMUSG00000100536.1	lncRNA	many-to-many	GENCODE.v27vsM16
IGF2-AS	ENSG00000099869.7	lncRNA	ENSMUSG00000086266.1	lncRNA	one-to-one	GENCODE.v27vsM16
HOXB-AS3	ENSG00000233101.10	lncRNA	ENSMUSG00000085645.1	lncRNA	many-to-many	GENCODE.v27vsM16
LINC01460	ENSG00000205334.2	lncRNA	ENSMUSG00000107352.1	lncRNA	one-to-many	GENCODE.v27vsM16
HOXB-AS1	ENSG00000230148.8	lncRNA	ENSMUSG00000085645.1	lncRNA	many-to-many	GENCODE.v27vsM16
LINC02403	ENSG00000257541.1	lncRNA	ENSMUSG00000112832.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01134	ENSG00000236423.5	lncRNA	ENSMUSG00000086272.1	lncRNA	one-to-one	GENCODE.v27vsM16
HNF1A-AS1	ENSG00000241388.4	lncRNA	ENSMUSG00000086140.1	lncRNA	one-to-many	GENCODE.v27vsM16
MEG8	ENSG00000225746.9	lncRNA	ENSMUSG00000098061.1	lncRNA	one-to-many	GENCODE.v27vsM16
TIPARP-AS1	ENSG00000243926.1	lncRNA	ENSMUSG00000085198.1	lncRNA	many-to-many	GENCODE.v27vsM16
MIR181A2HG	ENSG00000224020.1	lncRNA	ENSMUSG00000085201.1	lncRNA	one-to-one	GENCODE.v27vsM16
MIR100HG	ENSG00000255248.7	lncRNA	ENSMUSG00000111462.1	lncRNA	many-to-many	GENCODE.v27vsM16
LINC01739	ENSG00000229537.6	lncRNA	ENSMUSG00000103097.1	lncRNA	one-to-one	GENCODE.v27vsM16
IL12A-AS1	ENSG00000244040.5	lncRNA	ENSMUSG00000091272.2	lncRNA	one-to-many	GENCODE.v27vsM16
CDK6-AS1	ENSG00000237819.5	lncRNA	ENSMUSG00000097659.1	lncRNA	many-to-many	GENCODE.v27vsM16
OTX2-AS1	ENSG00000248550.3	lncRNA	ENSMUSG00000098682.8	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000265408	ENSG00000265408.1	lncRNA	ENSMUSG00000023737.14	lncRNA	many-to-many	GENCODE.v27vsM16
LINC00973	ENSG00000240476.1	lncRNA	ENSMUSG00000104456.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC02228	ENSG00000251273.2	lncRNA	ENSMUSG00000102869.2	lncRNA	many-to-many	GENCODE.v27vsM16
ENSG00000279430	ENSG00000279430.1	lncRNA	ENSMUSG00000104351.1	lncRNA	one-to-one	GENCODE.v27vsM16
OR2A1-AS1	ENSG00000244479.7	lncRNA	ENSMUSG00000108190.1	lncRNA	many-to-many	GENCODE.v27vsM16
SNHG21	ENSG00000250988.7	lncRNA	ENSMUSG00000097277.7	lncRNA	many-to-many	GENCODE.v27vsM16
PISRT1	ENSG00000281473.1	lncRNA	ENSMUSG00000102458.1	lncRNA	many-to-many	GENCODE.v27vsM16
AFDN-DT	ENSG00000198221.8	lncRNA	ENSMUSG00000086292.1	lncRNA	one-to-many	GENCODE.v27vsM16
NR2F1-AS1	ENSG00000237187.8	lncRNA	ENSMUSG00000114639.1	lncRNA	one-to-many	GENCODE.v27vsM16
SNHG20	ENSG00000234912.11	lncRNA	ENSMUSG00000086859.3	lncRNA	many-to-many	GENCODE.v27vsM16
CYTOR	ENSG00000222041.10	lncRNA	ENSMUSG00000074813.13	lncRNA	one-to-many	GENCODE.v27vsM16
LINC00237	ENSG00000225127.2	lncRNA	ENSMUSG00000087618.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01606	ENSG00000253301.5	lncRNA	ENSMUSG00000072723.10	lncRNA	one-to-many	GENCODE.v27vsM16
ENSG00000278576	ENSG00000278576.1	lncRNA	ENSMUSG00000113196.1	lncRNA	many-to-many	GENCODE.v27vsM16
MIR124-1HG	ENSG00000253230.8	lncRNA	ENSMUSG00000097545.7	lncRNA	one-to-many	GENCODE.v27vsM16
MEF2C-AS2	ENSG00000245864.2	lncRNA	ENSMUSG00000097265.1	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000279152	ENSG00000279152.1	lncRNA	ENSMUSG00000072809.2	lncRNA	one-to-one	GENCODE.v27vsM16
MIR34AHG	ENSG00000228526.6	lncRNA	ENSMUSG00000102813.1	lncRNA	many-to-many	GENCODE.v27vsM16
DLX6-AS1	ENSG00000231764.8	lncRNA	ENSMUSG00000090063.6	lncRNA	many-to-many	GENCODE.v27vsM16
MSC-AS1	ENSG00000235531.9	lncRNA	ENSMUSG00000054493.2	lncRNA	one-to-one	GENCODE.v27vsM16
TTC28-AS1	ENSG00000235954.6	lncRNA	ENSMUSG00000106374.1	lncRNA	one-to-many	GENCODE.v27vsM16
ENSG00000280291	ENSG00000280291.1	lncRNA	ENSMUSG00000100005.7	lncRNA	one-to-many	GENCODE.v27vsM16
TTN-AS1	ENSG00000237298.9	lncRNA	ENSMUSG00000086354.2	lncRNA	one-to-one	GENCODE.v27vsM16
TMEM147-AS1	ENSG00000236144.6	lncRNA	ENSMUSG00000097320.8	lncRNA	one-to-one	GENCODE.v27vsM16
MEG3	ENSG00000214548.14	lncRNA	ENSMUSG00000021268.17	lncRNA	one-to-many	GENCODE.v27vsM16
LINC00261	ENSG00000259974.2	lncRNA	ENSMUSG00000086141.7	lncRNA	one-to-many	GENCODE.v27vsM16
LINC01605	ENSG00000253161.5	lncRNA	ENSMUSG00000100335.2	lncRNA	one-to-many	GENCODE.v27vsM16
LINC02047	ENSG00000239454.1	lncRNA	ENSMUSG00000107579.1	lncRNA	one-to-one	GENCODE.v27vsM16
FUT8-AS1	ENSG00000276116.2	lncRNA	ENSMUSG00000112150.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01322	ENSG00000244128.5	lncRNA	ENSMUSG00000103428.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01852	ENSG00000236914.3	lncRNA	ENSMUSG00000099470.1	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000271533	ENSG00000271533.1	lncRNA	ENSMUSG00000086370.8	lncRNA	one-to-many	GENCODE.v27vsM16
MEG8	ENSG00000225746.9	lncRNA	ENSMUSG00000098202.1	lncRNA	one-to-many	GENCODE.v27vsM16
FOXD3-AS1	ENSG00000230798.5	lncRNA	ENSMUSG00000086096.1	lncRNA	one-to-one	GENCODE.v27vsM16
THAP9-AS1	ENSG00000251022.6	lncRNA	ENSMUSG00000097772.7	lncRNA	many-to-many	GENCODE.v27vsM16
ENSG00000278576	ENSG00000278576.1	lncRNA	ENSMUSG00000113852.1	lncRNA	many-to-many	GENCODE.v27vsM16
LINC02360	ENSG00000248300.1	lncRNA	ENSMUSG00000107070.1	lncRNA	one-to-one	GENCODE.v27vsM16
HOXB-AS3	ENSG00000233101.10	lncRNA	ENSMUSG00000084844.3	lncRNA	many-to-many	GENCODE.v27vsM16
DLEU1	ENSG00000176124.11	lncRNA	ENSMUSG00000097997.1	lncRNA	one-to-many	GENCODE.v27vsM16
LINC02114	ENSG00000249521.1	lncRNA	ENSMUSG00000102303.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01606	ENSG00000253301.5	lncRNA	ENSMUSG00000072723.10	lncRNA	many-to-many	GENCODE.v27vsM16
RBMS3-AS3	ENSG00000235904.2	lncRNA	ENSMUSG00000079669.2	lncRNA	one-to-one	GENCODE.v27vsM16
SPATA13	ENSG00000228741.2	lncRNA	ENSMUSG00000101797.1	lncRNA	one-to-many	GENCODE.v27vsM16
LINC01672	ENSG00000228750.6	lncRNA	ENSMUSG00000104142.1	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000276232	ENSG00000276232.1	lncRNA	ENSMUSG00000099587.1	lncRNA	many-to-many	GENCODE.v27vsM16
CARMN	ENSG00000249669.9	lncRNA	ENSMUSG00000097324.8	lncRNA	many-to-many	GENCODE.v27vsM16
MYHAS	ENSG00000272975.1	lncRNA	ENSMUSG00000087410.7	lncRNA	one-to-many	GENCODE.v27vsM16
LINC00574	ENSG00000231690.2	lncRNA	ENSMUSG00000101556.1	lncRNA	one-to-many	GENCODE.v27vsM16
TMC3-AS1	ENSG00000259343.6	lncRNA	ENSMUSG00000087088.2	lncRNA	one-to-many	GENCODE.v27vsM16
IL21-AS1	ENSG00000227145.1	lncRNA	ENSMUSG00000104998.1	lncRNA	one-to-many	GENCODE.v27vsM16
ENSG00000253123	ENSG00000253123.3	lncRNA	ENSMUSG00000110351.1	lncRNA	one-to-one	GENCODE.v27vsM16
TTC39A-AS1	ENSG00000261664.5	lncRNA	ENSMUSG00000085873.1	lncRNA	one-to-one	GENCODE.v27vsM16
MIR100HG	ENSG00000255248.7	lncRNA	ENSMUSG00000111158.1	lncRNA	many-to-many	GENCODE.v27vsM16
TDRKH-AS1	ENSG00000203288.3	lncRNA	ENSMUSG00000097515.2	lncRNA	one-to-one	GENCODE.v27vsM16
SP2-AS1	ENSG00000234494.7	lncRNA	ENSMUSG00000078700.10	lncRNA	one-to-many	GENCODE.v27vsM16
TERC	ENSG00000270141.3	lncRNA	ENSMUSG00000102505.1	lncRNA	many-to-many	GENCODE.v27vsM16
LINC02230	ENSG00000251543.1	lncRNA	ENSMUSG00000100416.1	lncRNA	one-to-one	GENCODE.v27vsM16
MCF2L-AS1	ENSG00000235280.2	lncRNA	ENSMUSG00000086770.1	lncRNA	one-to-one	GENCODE.v27vsM16
MORF4L2-AS1	ENSG00000231154.1	lncRNA	ENSMUSG00000087368.7	lncRNA	one-to-many	GENCODE.v27vsM16
FLJ13224	ENSG00000177340.5	lncRNA	ENSMUSG00000085355.2	lncRNA	one-to-one	GENCODE.v27vsM16
GMDS-DT	ENSG00000250903.8	lncRNA	ENSMUSG00000113965.1	lncRNA	one-to-one	GENCODE.v27vsM16
SH3TC2-DT	ENSG00000250072.5	lncRNA	ENSMUSG00000104035.1	lncRNA	one-to-many	GENCODE.v27vsM16
FOXD2-AS1	ENSG00000237424.1	lncRNA	ENSMUSG00000085399.7	lncRNA	one-to-one	GENCODE.v27vsM16
DNM3OS	ENSG00000230630.4	lncRNA	ENSMUSG00000078190.6	lncRNA	many-to-many	GENCODE.v27vsM16
GNAS-AS1	ENSG00000235590.7	lncRNA	ENSMUSG00000086537.7	lncRNA	one-to-many	GENCODE.v27vsM16
ENSG00000280291	ENSG00000280291.1	lncRNA	ENSMUSG00000109028.1	lncRNA	many-to-many	GENCODE.v27vsM16
HCG11	ENSG00000228223.3	lncRNA	ENSMUSG00000102869.2	lncRNA	one-to-many	GENCODE.v27vsM16
UXT-AS1	ENSG00000267064.1	lncRNA	ENSMUSG00000086877.7	lncRNA	one-to-one	GENCODE.v27vsM16
NEAT1	ENSG00000245532.7	lncRNA	ENSMUSG00000092274.2	lncRNA	one-to-many	GENCODE.v27vsM16
GATA6-AS1	ENSG00000266010.1	lncRNA	ENSMUSG00000097222.1	lncRNA	one-to-one	GENCODE.v27vsM16
ZFHX4-AS1	ENSG00000253661.1	lncRNA	ENSMUSG00000086224.8	lncRNA	one-to-one	GENCODE.v27vsM16
SNHG14	ENSG00000224078.13	lncRNA	ENSMUSG00000100826.6	lncRNA	many-to-many	GENCODE.v27vsM16
MIR9-3HG	ENSG00000255571.8	lncRNA	ENSMUSG00000097023.8	lncRNA	one-to-one	GENCODE.v27vsM16
