# Disease orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)
# by Sasti Gopal Das
H_gene_symbol	H_gene_id	H_gene_type	M_gene_id	M_gene_type	orthology_type	gencode_versions
ENSG00000261215	ENSG00000261215.1	lncRNA	ENSMUSG00000142613.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01837	ENSG00000267489.6	lncRNA	ENSMUSG00000128179.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00310	ENSG00000227456.10	lncRNA	ENSMUSG00000116608.2	lncRNA	one-to-one	GENCODE.v47vsM36
CPEB1-AS1	ENSG00000259462.3	lncRNA	ENSMUSG00000109401.2	lncRNA	one-to-one	GENCODE.v47vsM36
ZNF503-AS1	ENSG00000226051.11	lncRNA	ENSMUSG00000104232.2	lncRNA	one-to-one	GENCODE.v47vsM36
MIR200CHG	ENSG00000257084.3	lncRNA	ENSMUSG00000087327.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01606	ENSG00000253301.7	lncRNA	ENSMUSG00000121402.2	lncRNA	many-to-many	GENCODE.v47vsM36
NNT-AS1	ENSG00000248092.9	lncRNA	ENSMUSG00000128774.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02142	ENSG00000223597.4	lncRNA	ENSMUSG00000108659.3	lncRNA	many-to-many	GENCODE.v47vsM36
MIR31HG	ENSG00000171889.8	lncRNA	ENSMUSG00000117123.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02028	ENSG00000230102.9	lncRNA	ENSMUSG00000075286.6	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00343	ENSG00000226620.9	lncRNA	ENSMUSG00000099890.3	lncRNA	one-to-one	GENCODE.v47vsM36
TSPOAP1-AS1	ENSG00000265148.8	lncRNA	ENSMUSG00000120559.2	lncRNA	one-to-many	GENCODE.v47vsM36
SEC23A-AS1	ENSG00000258651.2	lncRNA	ENSMUSG00000141291.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01605	ENSG00000253161.8	lncRNA	ENSMUSG00000109689.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01798	ENSG00000232046.9	lncRNA	ENSMUSG00000102178.2	lncRNA	one-to-many	GENCODE.v47vsM36
MIR99AHG	ENSG00000215386.16	lncRNA	ENSMUSG00000131982.1	lncRNA	many-to-many	GENCODE.v47vsM36
TERC	ENSG00000270141.4	lncRNA	ENSMUSG00000102505.2	lncRNA	many-to-many	GENCODE.v47vsM36
SLC44A3-AS1	ENSG00000293271.2	lncRNA	ENSMUSG00000139451.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00987	ENSG00000237248.7	lncRNA	ENSMUSG00000059659.10	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02384	ENSG00000251301.9	lncRNA	ENSMUSG00000136717.1	lncRNA	one-to-many	GENCODE.v47vsM36
MUC20-OT1	ENSG00000242086.9	lncRNA	ENSMUSG00000113465.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01102	ENSG00000235597.4	lncRNA	ENSMUSG00000101299.5	lncRNA	one-to-many	GENCODE.v47vsM36
SNHG1	ENSG00000255717.10	lncRNA	ENSMUSG00000108414.4	lncRNA	one-to-many	GENCODE.v47vsM36
SNHG26	ENSG00000228649.12	lncRNA	ENSMUSG00000138991.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01058	ENSG00000225039.3	lncRNA	ENSMUSG00000106951.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01005	ENSG00000228564.3	lncRNA	ENSMUSG00000121381.1	lncRNA	many-to-many	GENCODE.v47vsM36
PKN2-AS1	ENSG00000237505.9	lncRNA	ENSMUSG00000121691.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01013	ENSG00000228495.4	lncRNA	ENSMUSG00000087400.11	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02587	ENSG00000229108.5	lncRNA	ENSMUSG00000101067.4	lncRNA	one-to-one	GENCODE.v47vsM36
BAIAP2-DT	ENSG00000226137.6	lncRNA	ENSMUSG00000085207.4	lncRNA	one-to-many	GENCODE.v47vsM36
SATB1-AS1	ENSG00000228956.10	lncRNA	ENSMUSG00000103378.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01800	ENSG00000234572.2	lncRNA	ENSMUSG00000141258.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00923	ENSG00000251209.12	lncRNA	ENSMUSG00000126848.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00472	ENSG00000233237.10	lncRNA	ENSMUSG00000097970.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02074	ENSG00000266357.7	lncRNA	ENSMUSG00000062391.5	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02411	ENSG00000256022.7	lncRNA	ENSMUSG00000106644.3	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000278909	ENSG00000278909.1	lncRNA	ENSMUSG00000134158.1	lncRNA	many-to-many	GENCODE.v47vsM36
NPHP3-AS1	ENSG00000248724.7	lncRNA	ENSMUSG00000099722.5	lncRNA	one-to-many	GENCODE.v47vsM36
FEZF1-AS1	ENSG00000230316.8	lncRNA	ENSMUSG00000106775.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00446	ENSG00000229249.8	lncRNA	ENSMUSG00000104311.2	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000275210	ENSG00000275210.1	lncRNA	ENSMUSG00000112212.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000248596	ENSG00000248596.8	lncRNA	ENSMUSG00000133000.1	lncRNA	many-to-many	GENCODE.v47vsM36
MIATNB	ENSG00000244625.8	lncRNA	ENSMUSG00000139603.1	lncRNA	one-to-many	GENCODE.v47vsM36
CYP1B1-AS1	ENSG00000232973.15	lncRNA	ENSMUSG00000117426.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02393	ENSG00000256597.3	lncRNA	ENSMUSG00000105490.3	lncRNA	one-to-one	GENCODE.v47vsM36
LINC00354	ENSG00000226903.4	lncRNA	ENSMUSG00000101899.2	lncRNA	one-to-one	GENCODE.v47vsM36
LINC00174	ENSG00000179406.11	lncRNA	ENSMUSG00000124602.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02319	ENSG00000258694.2	lncRNA	ENSMUSG00000120206.2	lncRNA	one-to-one	GENCODE.v47vsM36
MIR100HG	ENSG00000255248.11	lncRNA	ENSMUSG00000074415.18	lncRNA	many-to-many	GENCODE.v47vsM36
UBAC2-AS1	ENSG00000228889.10	lncRNA	ENSMUSG00000141751.1	lncRNA	many-to-many	GENCODE.v47vsM36
UBAC2-AS1	ENSG00000228889.10	lncRNA	ENSMUSG00000122815.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01094	ENSG00000251442.9	lncRNA	ENSMUSG00000105257.2	lncRNA	many-to-many	GENCODE.v47vsM36
ANKRD20A5P	ENSG00000293697.2	lncRNA	ENSMUSG00000130761.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01133	ENSG00000224259.10	lncRNA	ENSMUSG00000136834.1	lncRNA	many-to-many	GENCODE.v47vsM36
MIR4422HG	ENSG00000231090.2	lncRNA	ENSMUSG00000085790.3	lncRNA	many-to-many	GENCODE.v47vsM36
MIR155HG	ENSG00000234883.8	lncRNA	ENSMUSG00000097418.8	lncRNA	one-to-many	GENCODE.v47vsM36
RBM12B-AS1	ENSG00000279331.1	lncRNA	ENSMUSG00000132643.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02498	ENSG00000283083.3	lncRNA	ENSMUSG00000131482.1	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000215304	ENSG00000215304.3	lncRNA	ENSMUSG00000108991.2	lncRNA	many-to-many	GENCODE.v47vsM36
MIR22HG	ENSG00000186594.17	lncRNA	ENSMUSG00000085148.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00427	ENSG00000236463.2	lncRNA	ENSMUSG00000085639.3	lncRNA	many-to-many	GENCODE.v47vsM36
FAM95B1	ENSG00000290718.2	lncRNA	ENSMUSG00000120962.1	lncRNA	many-to-many	GENCODE.v47vsM36
ANKRD36BP2	ENSG00000291127.2	lncRNA	ENSMUSG00000122368.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01948	ENSG00000248727.7	lncRNA	ENSMUSG00000126710.1	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000279683	ENSG00000279683.1	lncRNA	ENSMUSG00000099190.3	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000151303	ENSG00000151303.13	lncRNA	ENSMUSG00000128664.1	lncRNA	many-to-many	GENCODE.v47vsM36
OTUD6B-AS1	ENSG00000253738.4	lncRNA	ENSMUSG00000133617.1	lncRNA	one-to-many	GENCODE.v47vsM36
DLG5-AS1	ENSG00000233871.3	lncRNA	ENSMUSG00000097447.9	lncRNA	one-to-many	GENCODE.v47vsM36
SLEAR	ENSG00000248599.2	lncRNA	ENSMUSG00000120154.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00970	ENSG00000293597.3	lncRNA	ENSMUSG00000104011.4	lncRNA	many-to-many	GENCODE.v47vsM36
LOXL2-AS1	ENSG00000253837.1	lncRNA	ENSMUSG00000103720.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000263235	ENSG00000263235.1	lncRNA	ENSMUSG00000084790.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01726	ENSG00000280350.2	lncRNA	ENSMUSG00000087521.4	lncRNA	one-to-many	GENCODE.v47vsM36
POLR1HASP	ENSG00000293508.2	lncRNA	ENSMUSG00000092474.3	lncRNA	many-to-many	GENCODE.v47vsM36
ID2-AS1	ENSG00000235092.8	lncRNA	ENSMUSG00000113587.3	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000274270	ENSG00000274270.2	lncRNA	ENSMUSG00000097997.3	lncRNA	many-to-many	GENCODE.v47vsM36
GAS5	ENSG00000234741.11	lncRNA	ENSMUSG00000053332.16	lncRNA	one-to-many	GENCODE.v47vsM36
GATA2-AS1	ENSG00000244300.4	lncRNA	ENSMUSG00000108010.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02289	ENSG00000258819.3	lncRNA	ENSMUSG00000140372.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00398	ENSG00000237879.3	lncRNA	ENSMUSG00000137280.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02450	ENSG00000257114.4	lncRNA	ENSMUSG00000124704.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01201	ENSG00000228659.2	lncRNA	ENSMUSG00000086948.3	lncRNA	one-to-one	GENCODE.v47vsM36
DLEU1	ENSG00000176124.16	lncRNA	ENSMUSG00000142510.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00578	ENSG00000228221.7	lncRNA	ENSMUSG00000133676.1	lncRNA	one-to-one	GENCODE.v47vsM36
SERTAD4-AS1	ENSG00000203706.10	lncRNA	ENSMUSG00000089812.5	lncRNA	one-to-one	GENCODE.v47vsM36
MIR124-1HG	ENSG00000253230.12	lncRNA	ENSMUSG00000120606.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01666	ENSG00000279579.4	lncRNA	ENSMUSG00000142950.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01140	ENSG00000267272.5	lncRNA	ENSMUSG00000132988.1	lncRNA	one-to-one	GENCODE.v47vsM36
SLC25A30-AS1	ENSG00000251015.2	lncRNA	ENSMUSG00000137957.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000251393	ENSG00000251393.5	lncRNA	ENSMUSG00000138038.1	lncRNA	one-to-one	GENCODE.v47vsM36
ITGA9-AS1	ENSG00000235257.12	lncRNA	ENSMUSG00000086119.4	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02217	ENSG00000248455.9	lncRNA	ENSMUSG00000051237.9	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00630	ENSG00000223546.10	lncRNA	ENSMUSG00000087553.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01913	ENSG00000214691.10	lncRNA	ENSMUSG00000132749.1	lncRNA	one-to-many	GENCODE.v47vsM36
MIR100HG	ENSG00000255248.11	lncRNA	ENSMUSG00000143290.1	lncRNA	many-to-many	GENCODE.v47vsM36
PCAT1	ENSG00000253438.6	lncRNA	ENSMUSG00000137450.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01438	ENSG00000249519.2	lncRNA	ENSMUSG00000099640.3	lncRNA	one-to-one	GENCODE.v47vsM36
LINC00462	ENSG00000233610.3	lncRNA	ENSMUSG00000120611.2	lncRNA	one-to-one	GENCODE.v47vsM36
ARHGAP27P1-BPTFP1-KPNA2P3	ENSG00000215769.9	lncRNA	ENSMUSG00000123940.1	lncRNA	many-to-many	GENCODE.v47vsM36
RFPL3S	ENSG00000205853.13	lncRNA	ENSMUSG00000100282.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01727	ENSG00000279082.6	lncRNA	ENSMUSG00000086509.4	lncRNA	one-to-many	GENCODE.v47vsM36
NR2F2-AS1	ENSG00000247809.12	lncRNA	ENSMUSG00000109021.3	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000260293	ENSG00000260293.2	lncRNA	ENSMUSG00000125346.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000214719	ENSG00000214719.14	lncRNA	ENSMUSG00000132411.1	lncRNA	many-to-many	GENCODE.v47vsM36
SENCR	ENSG00000254703.5	lncRNA	ENSMUSG00000135698.1	lncRNA	one-to-one	GENCODE.v47vsM36
UBA6-DT	ENSG00000248049.9	lncRNA	ENSMUSG00000132971.1	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000227400	ENSG00000227400.3	lncRNA	ENSMUSG00000121757.1	lncRNA	many-to-many	GENCODE.v47vsM36
PAUPAR	ENSG00000281880.2	lncRNA	ENSMUSG00000086029.9	lncRNA	many-to-many	GENCODE.v47vsM36
ALG1L9P	ENSG00000293546.1	lncRNA	ENSMUSG00000132127.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00588	ENSG00000215117.7	lncRNA	ENSMUSG00000075395.13	lncRNA	many-to-many	GENCODE.v47vsM36
SVIL-AS1	ENSG00000291093.2	lncRNA	ENSMUSG00000097888.4	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01837	ENSG00000267489.6	lncRNA	ENSMUSG00000128617.1	lncRNA	many-to-many	GENCODE.v47vsM36
DIAPH1-AS1	ENSG00000246422.2	lncRNA	ENSMUSG00000136940.1	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000225649	ENSG00000225649.8	lncRNA	ENSMUSG00000137217.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00459	ENSG00000229307.1	lncRNA	ENSMUSG00000102164.2	lncRNA	one-to-one	GENCODE.v47vsM36
CDK6-AS1	ENSG00000237819.8	lncRNA	ENSMUSG00000097709.11	lncRNA	many-to-many	GENCODE.v47vsM36
MIR9-3HG	ENSG00000255571.10	lncRNA	ENSMUSG00000108616.4	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01344	ENSG00000228918.6	lncRNA	ENSMUSG00000126204.1	lncRNA	one-to-one	GENCODE.v47vsM36
THAP9-AS1	ENSG00000251022.6	lncRNA	ENSMUSG00000097772.10	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00205	ENSG00000223768.5	lncRNA	ENSMUSG00000078444.5	lncRNA	many-to-many	GENCODE.v47vsM36
CERNA1	ENSG00000259577.3	lncRNA	ENSMUSG00000111348.3	lncRNA	one-to-many	GENCODE.v47vsM36
LNC-LBCS	ENSG00000228412.10	lncRNA	ENSMUSG00000114860.3	lncRNA	one-to-many	GENCODE.v47vsM36
HOXB-AS1	ENSG00000230148.9	lncRNA	ENSMUSG00000085645.4	lncRNA	many-to-many	GENCODE.v47vsM36
MIR325HG	ENSG00000280870.4	lncRNA	ENSMUSG00000087620.10	lncRNA	one-to-one	GENCODE.v47vsM36
MIR99AHG	ENSG00000215386.16	lncRNA	ENSMUSG00000090386.13	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01524	ENSG00000234948.3	lncRNA	ENSMUSG00000130431.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02513	ENSG00000248227.2	lncRNA	ENSMUSG00000105730.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01837	ENSG00000267489.6	lncRNA	ENSMUSG00000141786.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01709	ENSG00000226715.5	lncRNA	ENSMUSG00000092626.4	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000271533	ENSG00000271533.1	lncRNA	ENSMUSG00000086370.12	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000225649	ENSG00000225649.8	lncRNA	ENSMUSG00000128617.1	lncRNA	many-to-many	GENCODE.v47vsM36
CYP4F35P	ENSG00000290461.2	lncRNA	ENSMUSG00000122368.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01871	ENSG00000235576.4	lncRNA	ENSMUSG00000120685.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00964	ENSG00000249816.9	lncRNA	ENSMUSG00000115118.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01588	ENSG00000214900.14	lncRNA	ENSMUSG00000126979.1	lncRNA	many-to-many	GENCODE.v47vsM36
CRMA	ENSG00000174403.18	lncRNA	ENSMUSG00000084843.3	lncRNA	one-to-one	GENCODE.v47vsM36
SLC38A4-AS1	ENSG00000257261.8	lncRNA	ENSMUSG00000131410.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000267827	ENSG00000267827.5	lncRNA	ENSMUSG00000085101.10	lncRNA	many-to-many	GENCODE.v47vsM36
HOXB-AS3	ENSG00000233101.11	lncRNA	ENSMUSG00000084844.6	lncRNA	many-to-many	GENCODE.v47vsM36
TDRG1	ENSG00000204091.9	lncRNA	ENSMUSG00000128803.1	lncRNA	one-to-many	GENCODE.v47vsM36
SNHG22	ENSG00000267322.5	lncRNA	ENSMUSG00000129746.1	lncRNA	many-to-many	GENCODE.v47vsM36
RASAL2-AS1	ENSG00000224687.3	lncRNA	ENSMUSG00000121798.2	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000259580	ENSG00000259580.1	lncRNA	ENSMUSG00000100046.2	lncRNA	many-to-many	GENCODE.v47vsM36
ANKRD20A5P	ENSG00000293697.2	lncRNA	ENSMUSG00000123629.1	lncRNA	many-to-many	GENCODE.v47vsM36
RPLP0P2	ENSG00000293352.2	lncRNA	ENSMUSG00000127617.1	lncRNA	many-to-many	GENCODE.v47vsM36
COLCA1	ENSG00000196167.11	lncRNA	ENSMUSG00000044694.4	lncRNA	one-to-one	GENCODE.v47vsM36
MYLK-AS1	ENSG00000239523.9	lncRNA	ENSMUSG00000142384.1	lncRNA	one-to-many	GENCODE.v47vsM36
RAET1K	ENSG00000290917.2	lncRNA	ENSMUSG00000071434.3	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000242588	ENSG00000242588.8	lncRNA	ENSMUSG00000121903.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000242588	ENSG00000242588.8	lncRNA	ENSMUSG00000087513.3	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000225649	ENSG00000225649.8	lncRNA	ENSMUSG00000144053.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01182	ENSG00000250634.8	lncRNA	ENSMUSG00000135933.1	lncRNA	many-to-many	GENCODE.v47vsM36
SNHG11	ENSG00000174365.23	lncRNA	ENSMUSG00000085385.10	lncRNA	many-to-many	GENCODE.v47vsM36
TGFB3-AS1	ENSG00000258876.1	lncRNA	ENSMUSG00000103301.2	lncRNA	one-to-one	GENCODE.v47vsM36
CYTOR	ENSG00000222041.13	lncRNA	ENSMUSG00000074813.17	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01163	ENSG00000280953.3	lncRNA	ENSMUSG00000109898.3	lncRNA	one-to-one	GENCODE.v47vsM36
LINC00632	ENSG00000203930.15	lncRNA	ENSMUSG00000121394.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02245	ENSG00000237638.4	lncRNA	ENSMUSG00000127260.1	lncRNA	one-to-one	GENCODE.v47vsM36
ID2-AS1	ENSG00000235092.8	lncRNA	ENSMUSG00000122281.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01837	ENSG00000267489.6	lncRNA	ENSMUSG00000126709.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000225649	ENSG00000225649.8	lncRNA	ENSMUSG00000139098.1	lncRNA	many-to-many	GENCODE.v47vsM36
HLA-F-AS1	ENSG00000214922.10	lncRNA	ENSMUSG00000129933.1	lncRNA	many-to-many	GENCODE.v47vsM36
DENND5B-AS1	ENSG00000255867.2	lncRNA	ENSMUSG00000134170.1	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000284116	ENSG00000284116.2	lncRNA	ENSMUSG00000121720.2	lncRNA	many-to-many	GENCODE.v47vsM36
KRT18P55	ENSG00000293325.2	lncRNA	ENSMUSG00000120644.2	lncRNA	many-to-many	GENCODE.v47vsM36
SATB2-AS1	ENSG00000225953.6	lncRNA	ENSMUSG00000087022.7	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01712	ENSG00000231364.4	lncRNA	ENSMUSG00000103302.2	lncRNA	many-to-many	GENCODE.v47vsM36
LUCAT1	ENSG00000248323.9	lncRNA	ENSMUSG00000114554.3	lncRNA	one-to-many	GENCODE.v47vsM36
UBAC2-AS1	ENSG00000228889.10	lncRNA	ENSMUSG00000121765.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00456	ENSG00000233124.3	lncRNA	ENSMUSG00000115146.2	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000241860	ENSG00000241860.8	lncRNA	ENSMUSG00000099690.2	lncRNA	many-to-many	GENCODE.v47vsM36
SOX9-AS1	ENSG00000234899.12	lncRNA	ENSMUSG00000135840.1	lncRNA	many-to-many	GENCODE.v47vsM36
ZFAS1	ENSG00000177410.14	lncRNA	ENSMUSG00000074578.17	lncRNA	one-to-many	GENCODE.v47vsM36
CDK6-AS1	ENSG00000237819.8	lncRNA	ENSMUSG00000112766.3	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000254363	ENSG00000254363.7	lncRNA	ENSMUSG00000138730.1	lncRNA	one-to-many	GENCODE.v47vsM36
HOXB-AS1	ENSG00000230148.9	lncRNA	ENSMUSG00000075589.4	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02575	ENSG00000228709.3	lncRNA	ENSMUSG00000128889.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01087	ENSG00000224559.2	lncRNA	ENSMUSG00000121336.2	lncRNA	many-to-many	GENCODE.v47vsM36
GACAT3	ENSG00000236289.5	lncRNA	ENSMUSG00000139412.1	lncRNA	one-to-one	GENCODE.v47vsM36
PCOLCE-AS1	ENSG00000224729.7	lncRNA	ENSMUSG00000121646.1	lncRNA	many-to-many	GENCODE.v47vsM36
HDAC11-AS1	ENSG00000244502.3	lncRNA	ENSMUSG00000138684.1	lncRNA	one-to-one	GENCODE.v47vsM36
SLC12A9-AS1	ENSG00000236305.4	lncRNA	ENSMUSG00000105802.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01606	ENSG00000253301.7	lncRNA	ENSMUSG00000135651.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00092	ENSG00000225194.5	lncRNA	ENSMUSG00000130773.1	lncRNA	one-to-one	GENCODE.v47vsM36
ZFHX4-AS1	ENSG00000253661.4	lncRNA	ENSMUSG00000086224.10	lncRNA	one-to-one	GENCODE.v47vsM36
LOXL2-AS1	ENSG00000253837.1	lncRNA	ENSMUSG00000098975.9	lncRNA	many-to-many	GENCODE.v47vsM36
MEF2C-AS1	ENSG00000248309.10	lncRNA	ENSMUSG00000130969.1	lncRNA	one-to-many	GENCODE.v47vsM36
CYP4F29P	ENSG00000290541.2	lncRNA	ENSMUSG00000121493.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000276232	ENSG00000276232.1	lncRNA	ENSMUSG00000099587.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01010	ENSG00000236700.9	lncRNA	ENSMUSG00000097107.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02580	ENSG00000230587.6	lncRNA	ENSMUSG00000141033.1	lncRNA	one-to-many	GENCODE.v47vsM36
HAND2-AS1	ENSG00000237125.14	lncRNA	ENSMUSG00000121988.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000284116	ENSG00000284116.2	lncRNA	ENSMUSG00000132493.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00867	ENSG00000232139.7	lncRNA	ENSMUSG00000099678.3	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01347	ENSG00000291217.2	lncRNA	ENSMUSG00000121903.1	lncRNA	many-to-many	GENCODE.v47vsM36
INTS6-AS1	ENSG00000236778.10	lncRNA	ENSMUSG00000121769.1	lncRNA	many-to-many	GENCODE.v47vsM36
HAND2-AS1	ENSG00000237125.14	lncRNA	ENSMUSG00000130143.1	lncRNA	many-to-many	GENCODE.v47vsM36
EPIST	ENSG00000249082.3	lncRNA	ENSMUSG00000100096.2	lncRNA	many-to-many	GENCODE.v47vsM36
POLR1HASP	ENSG00000293508.2	lncRNA	ENSMUSG00000118084.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01588	ENSG00000214900.14	lncRNA	ENSMUSG00000121670.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00682	ENSG00000245870.6	lncRNA	ENSMUSG00000120155.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00987	ENSG00000237248.7	lncRNA	ENSMUSG00000124246.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000270726	ENSG00000270726.6	lncRNA	ENSMUSG00000139670.1	lncRNA	many-to-many	GENCODE.v47vsM36
SMG7-AS1	ENSG00000232860.11	lncRNA	ENSMUSG00000139117.1	lncRNA	one-to-one	GENCODE.v47vsM36
LIX1L-AS1	ENSG00000234222.7	lncRNA	ENSMUSG00000121819.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01606	ENSG00000253301.7	lncRNA	ENSMUSG00000123629.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000261864	ENSG00000261864.1	lncRNA	ENSMUSG00000121297.2	lncRNA	many-to-many	GENCODE.v47vsM36
CYP4F29P	ENSG00000290541.2	lncRNA	ENSMUSG00000121456.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00623	ENSG00000226067.8	lncRNA	ENSMUSG00000137087.1	lncRNA	many-to-many	GENCODE.v47vsM36
LHX5-AS1	ENSG00000257935.5	lncRNA	ENSMUSG00000098649.5	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000225649	ENSG00000225649.8	lncRNA	ENSMUSG00000108875.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01270	ENSG00000203999.11	lncRNA	ENSMUSG00000006462.9	lncRNA	many-to-many	GENCODE.v47vsM36
PKN2-AS1	ENSG00000237505.9	lncRNA	ENSMUSG00000105652.4	lncRNA	one-to-many	GENCODE.v47vsM36
SVIL-AS1	ENSG00000291093.2	lncRNA	ENSMUSG00000085970.3	lncRNA	many-to-many	GENCODE.v47vsM36
NORAD	ENSG00000260032.3	lncRNA	ENSMUSG00000138375.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00299	ENSG00000236790.8	lncRNA	ENSMUSG00000127584.1	lncRNA	many-to-many	GENCODE.v47vsM36
OLMALINC	ENSG00000235823.6	lncRNA	ENSMUSG00000117796.3	lncRNA	many-to-many	GENCODE.v47vsM36
