# Orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)
# by Sasti Gopal Das
H_gene_id	H_gene_type	M_gene_id	M_gene_type	gencode_versions
ENSG00000233016.6	lncRNA	ENSMUSG00000087724.1	ncRNA	many-to-many
ENSG00000246985.7	lncRNA	ENSMUSG00000097766.1	lncRNA	one-to-one
ENSG00000226581.1	lncRNA	ENSMUSG00000035539.13	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000115303.1	other	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000058291.14	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000095414.1	ncRNA	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000088045.1	ncRNA	many-to-many
ENSG00000267919.1	lncRNA	ENSMUSG00000006576.16	pc	one-to-many
ENSG00000175061.17	lncRNA	ENSMUSG00000065734.1	ncRNA	many-to-many
ENSG00000237037.9	lncRNA	ENSMUSG00000040658.6	pc	one-to-many
ENSG00000136315.4	lncRNA	ENSMUSG00000091812.1	other	many-to-many
ENSG00000282944.1	lncRNA	ENSMUSG00000030303.15	pc	one-to-many
ENSG00000284116.1	lncRNA	ENSMUSG00000081343.1	other	many-to-many
ENSG00000236822.1	lncRNA	ENSMUSG00000096963.1	lncRNA	one-to-one
ENSG00000272755.1	lncRNA	ENSMUSG00000060128.5	other	many-to-many
ENSG00000268575.1	lncRNA	ENSMUSG00000110505.1	lncRNA	many-to-many
ENSG00000272508.1	lncRNA	ENSMUSG00000043681.5	pc	one-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000070709.12	pc	one-to-many
ENSG00000248322.1	lncRNA	ENSMUSG00000066652.5	pc	one-to-many
ENSG00000283122.1	lncRNA	ENSMUSG00000019817.18	pc	one-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000106090.1	other	many-to-many
ENSG00000280426.1	lncRNA	ENSMUSG00000092183.1	lncRNA	one-to-one
ENSG00000277851.1	lncRNA	ENSMUSG00000024379.3	pc	one-to-half
ENSG00000260526.1	lncRNA	ENSMUSG00000105447.1	lncRNA	one-to-one
ENSG00000273000.5	lncRNA	ENSMUSG00000025534.17	pc	many-to-many
ENSG00000225766.9	lncRNA	ENSMUSG00000022210.7	pc	one-to-many
ENSG00000266268.5	lncRNA	ENSMUSG00000115375.1	other	many-to-many
ENSG00000261455.1	lncRNA	ENSMUSG00000101856.1	lncRNA	one-to-one
ENSG00000260280.5	lncRNA	ENSMUSG00000059772.12	pc	many-to-many
ENSG00000224597.9	lncRNA	ENSMUSG00000039198.8	pc	one-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000106314.1	other	many-to-many
ENSG00000272904.1	lncRNA	ENSMUSG00000024295.8	other	many-to-many
ENSG00000254907.1	lncRNA	ENSMUSG00000045464.5	lncRNA	one-to-one
ENSG00000233016.6	lncRNA	ENSMUSG00000077295.1	ncRNA	many-to-many
ENSG00000274020.2	lncRNA	ENSMUSG00000021725.9	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089310.1	ncRNA	many-to-many
ENSG00000232347.1	lncRNA	ENSMUSG00000058900.5	pc	many-to-many
ENSG00000226067.6	lncRNA	ENSMUSG00000081658.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077456.1	ncRNA	many-to-many
ENSG00000230490.2	lncRNA	ENSMUSG00000054622.4	lncRNA	many-to-many
ENSG00000272917.1	lncRNA	ENSMUSG00000030157.5	pc	many-to-many
ENSG00000225484.6	lncRNA	ENSMUSG00000041915.8	pc	many-to-many
ENSG00000243636.1	lncRNA	ENSMUSG00000042554.10	pc	one-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077376.1	ncRNA	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000113301.1	other	many-to-many
ENSG00000272277.1	lncRNA	ENSMUSG00000042842.11	pc	many-to-many
ENSG00000283294.1	lncRNA	ENSMUSG00000047696.16	pc	many-to-many
ENSG00000268362.5	lncRNA	ENSMUSG00000023892.7	pc	many-to-many
ENSG00000243349.2	lncRNA	ENSMUSG00000054509.7	pc	many-to-many
ENSG00000231889.7	lncRNA	ENSMUSG00000083753.1	other	many-to-many
ENSG00000248101.2	lncRNA	ENSMUSG00000093571.1	ncRNA	many-to-many
ENSG00000215765.3	lncRNA	ENSMUSG00000112031.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077149.1	ncRNA	many-to-many
ENSG00000271894.1	lncRNA	ENSMUSG00000032878.16	pc	one-to-many
ENSG00000242349.5	lncRNA	ENSMUSG00000029016.13	pc	many-to-many
ENSG00000267188.1	lncRNA	ENSMUSG00000074454.3	pc	many-to-many
ENSG00000270049.2	lncRNA	ENSMUSG00000104168.1	lncRNA	one-to-one
ENSG00000257653.1	lncRNA	ENSMUSG00000100220.1	lncRNA	one-to-one
ENSG00000223482.7	lncRNA	ENSMUSG00000113221.1	other	many-to-many
ENSG00000260528.4	lncRNA	ENSMUSG00000034219.15	pc	one-to-many
ENSG00000231705.1	lncRNA	ENSMUSG00000060260.13	pc	one-to-many
ENSG00000257069.6	lncRNA	ENSMUSG00000024957.8	pc	many-to-many
ENSG00000260239.1	lncRNA	ENSMUSG00000114838.1	lncRNA	one-to-one
ENSG00000266560.5	lncRNA	ENSMUSG00000079349.9	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089520.1	ncRNA	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000081761.2	other	many-to-many
ENSG00000268362.5	lncRNA	ENSMUSG00000090641.2	pc	many-to-many
ENSG00000233593.8	lncRNA	ENSMUSG00000099061.1	lncRNA	many-to-many
ENSG00000223546.6	lncRNA	ENSMUSG00000104074.1	other	many-to-many
ENSG00000276814.1	lncRNA	ENSMUSG00000071748.2	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000080733.2	other	many-to-many
ENSG00000261167.1	lncRNA	ENSMUSG00000032563.16	pc	one-to-many
ENSG00000224559.2	lncRNA	ENSMUSG00000072723.10	lncRNA	many-to-many
ENSG00000283294.1	lncRNA	ENSMUSG00000026774.11	pc	many-to-many
ENSG00000280268.1	lncRNA	ENSMUSG00000069816.5	pc	many-to-many
ENSG00000243349.2	lncRNA	ENSMUSG00000047696.16	pc	many-to-many
ENSG00000227313.1	lncRNA	ENSMUSG00000103172.1	lncRNA	one-to-one
ENSG00000249521.1	lncRNA	ENSMUSG00000102303.1	lncRNA	one-to-one
ENSG00000224905.6	lncRNA	ENSMUSG00000062743.9	pc	many-to-many
ENSG00000248540.2	lncRNA	ENSMUSG00000090451.1	pc	many-to-many
ENSG00000229852.2	lncRNA	ENSMUSG00000109266.1	other	many-to-many
ENSG00000273018.5	lncRNA	ENSMUSG00000107280.1	pc	many-to-many
ENSG00000265408.1	lncRNA	ENSMUSG00000023737.14	lncRNA	many-to-many
ENSG00000270179.1	lncRNA	ENSMUSG00000040219.4	pc	one-to-many
ENSG00000283406.1	lncRNA	ENSMUSG00000060166.5	pc	many-to-many
ENSG00000274292.1	lncRNA	ENSMUSG00000105881.1	lncRNA	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000097977.1	other	many-to-many
ENSG00000273784.4	lncRNA	ENSMUSG00000031533.4	pc	one-to-many
ENSG00000272657.1	lncRNA	ENSMUSG00000039680.9	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089231.1	ncRNA	many-to-many
ENSG00000270141.3	lncRNA	ENSMUSG00000065361.1	ncRNA	many-to-many
ENSG00000223414.2	lncRNA	ENSMUSG00000023868.15	pc	one-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000074824.3	pc	many-to-many
ENSG00000236449.1	lncRNA	ENSMUSG00000038482.11	pc	many-to-many
ENSG00000228010.5	lncRNA	ENSMUSG00000072915.3	pc	many-to-many
ENSG00000272788.1	lncRNA	ENSMUSG00000052105.16	pc	one-to-many
ENSG00000282508.1	lncRNA	ENSMUSG00000025340.14	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077784.1	ncRNA	many-to-many
ENSG00000250392.2	lncRNA	ENSMUSG00000102679.1	lncRNA	many-to-many
ENSG00000258964.1	lncRNA	ENSMUSG00000021109.13	pc	one-to-many
ENSG00000231889.7	lncRNA	ENSMUSG00000070868.11	pc	many-to-many
ENSG00000196295.11	lncRNA	ENSMUSG00000002797.9	pc	many-to-many
ENSG00000223813.2	lncRNA	ENSMUSG00000073067.10	lncRNA	one-to-one
ENSG00000233016.6	lncRNA	ENSMUSG00000077554.1	ncRNA	many-to-many
ENSG00000242086.8	lncRNA	ENSMUSG00000094430.2	pc	one-to-many
ENSG00000244706.2	lncRNA	ENSMUSG00000102188.1	lncRNA	one-to-one
ENSG00000273189.1	lncRNA	ENSMUSG00000110206.1	pc	many-to-many
ENSG00000279880.1	lncRNA	ENSMUSG00000078632.3	pc	many-to-many
ENSG00000273018.5	lncRNA	ENSMUSG00000026726.10	pc	many-to-many
ENSG00000240240.8	lncRNA	ENSMUSG00000072723.10	lncRNA	many-to-many
ENSG00000259001.3	lncRNA	ENSMUSG00000088954.1	ncRNA	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000088906.1	ncRNA	many-to-many
ENSG00000255146.1	lncRNA	ENSMUSG00000090751.1	pc	many-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000081003.1	other	many-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000080736.1	other	many-to-many
ENSG00000273244.1	lncRNA	ENSMUSG00000026726.10	pc	many-to-many
ENSG00000229852.2	lncRNA	ENSMUSG00000082613.1	other	many-to-many
ENSG00000251141.5	lncRNA	ENSMUSG00000097411.1	pc	one-to-one
ENSG00000250135.1	lncRNA	ENSMUSG00000112244.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077328.1	ncRNA	many-to-many
ENSG00000278884.1	lncRNA	ENSMUSG00000095670.2	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000082778.1	other	many-to-many
ENSG00000226824.6	lncRNA	ENSMUSG00000036309.14	pc	many-to-many
ENSG00000248671.7	lncRNA	ENSMUSG00000079008.2	pc	many-to-many
ENSG00000254860.5	lncRNA	ENSMUSG00000103759.1	other	many-to-many
ENSG00000255146.1	lncRNA	ENSMUSG00000092451.3	other	many-to-many
ENSG00000237310.1	lncRNA	ENSMUSG00000023079.14	pc	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000095432.9	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000098067.1	other	many-to-many
ENSG00000259244.1	lncRNA	ENSMUSG00000037410.13	pc	many-to-many
ENSG00000258185.2	lncRNA	ENSMUSG00000019888.16	pc	one-to-many
ENSG00000280254.1	lncRNA	ENSMUSG00000046811.3	pc	one-to-many
ENSG00000254614.2	lncRNA	ENSMUSG00000097404.1	lncRNA	one-to-one
ENSG00000236445.4	lncRNA	ENSMUSG00000089964.1	lncRNA	one-to-one
ENSG00000261069.3	lncRNA	ENSMUSG00000096148.1	ncRNA	many-to-many
ENSG00000274659.1	lncRNA	ENSMUSG00000079263.8	pc	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000080783.1	other	many-to-many
ENSG00000238123.1	lncRNA	ENSMUSG00000097444.1	lncRNA	one-to-one
ENSG00000230943.1	lncRNA	ENSMUSG00000097742.1	lncRNA	one-to-one
ENSG00000262332.1	lncRNA	ENSMUSG00000040842.17	pc	one-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000096402.1	ncRNA	many-to-many
ENSG00000271880.1	lncRNA	ENSMUSG00000021983.16	pc	many-to-many
ENSG00000226680.2	lncRNA	ENSMUSG00000115792.1	pc	many-to-many
ENSG00000235904.2	lncRNA	ENSMUSG00000079669.2	lncRNA	one-to-one
ENSG00000248540.2	lncRNA	ENSMUSG00000115239.1	other	many-to-many
ENSG00000231177.4	lncRNA	ENSMUSG00000097994.1	lncRNA	one-to-one
ENSG00000268362.5	lncRNA	ENSMUSG00000057842.14	pc	many-to-many
ENSG00000152931.7	lncRNA	ENSMUSG00000098836.1	ncRNA	one-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000107920.1	other	many-to-many
ENSG00000231305.3	lncRNA	ENSMUSG00000030323.13	pc	many-to-many
ENSG00000226680.2	lncRNA	ENSMUSG00000093398.1	other	many-to-many
ENSG00000228223.3	lncRNA	ENSMUSG00000102869.2	lncRNA	one-to-many
ENSG00000261222.2	lncRNA	ENSMUSG00000069607.4	pc	many-to-many
ENSG00000250765.6	lncRNA	ENSMUSG00000019917.10	pc	many-to-many
ENSG00000264215.1	lncRNA	ENSMUSG00000050195.8	pc	many-to-many
ENSG00000242288.9	lncRNA	ENSMUSG00000020741.17	pc	many-to-many
ENSG00000240240.8	lncRNA	ENSMUSG00000109113.1	lncRNA	one-to-many
ENSG00000234296.1	lncRNA	ENSMUSG00000082154.1	other	many-to-many
ENSG00000275210.1	lncRNA	ENSMUSG00000058818.13	pc	one-to-many
ENSG00000238266.1	lncRNA	ENSMUSG00000100734.1	other	many-to-many
ENSG00000283633.1	lncRNA	ENSMUSG00000038056.15	pc	one-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000107519.1	other	many-to-many
ENSG00000258297.1	lncRNA	ENSMUSG00000103651.1	lncRNA	many-to-many
ENSG00000283053.1	lncRNA	ENSMUSG00000094707.1	lncRNA	one-to-one
ENSG00000255448.1	lncRNA	ENSMUSG00000040046.14	pc	many-to-many
ENSG00000244701.1	lncRNA	ENSMUSG00000037172.14	pc	one-to-many
ENSG00000248671.7	lncRNA	ENSMUSG00000080888.3	other	many-to-many
ENSG00000242588.5	lncRNA	ENSMUSG00000015942.9	pc	many-to-many
ENSG00000258476.5	lncRNA	ENSMUSG00000100138.1	lncRNA	one-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000098003.2	other	many-to-many
ENSG00000272815.1	lncRNA	ENSMUSG00000075395.10	pc	many-to-many
ENSG00000224078.13	lncRNA	ENSMUSG00000109536.1	lncRNA	many-to-many
ENSG00000230148.8	lncRNA	ENSMUSG00000084844.3	lncRNA	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089289.1	ncRNA	many-to-many
ENSG00000227220.1	lncRNA	ENSMUSG00000087400.8	lncRNA	one-to-one
ENSG00000213468.5	lncRNA	ENSMUSG00000025732.5	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000088095.1	ncRNA	many-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000082031.1	other	many-to-many
ENSG00000238007.1	lncRNA	ENSMUSG00000055045.5	lncRNA	one-to-one
ENSG00000251034.1	lncRNA	ENSMUSG00000115186.1	lncRNA	one-to-many
ENSG00000255146.1	lncRNA	ENSMUSG00000091624.1	pc	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000095812.1	other	many-to-many
ENSG00000231934.1	lncRNA	ENSMUSG00000025422.9	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000083773.4	other	many-to-many
ENSG00000227400.2	lncRNA	ENSMUSG00000058625.5	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077719.1	ncRNA	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000106301.1	other	many-to-many
ENSG00000273637.1	lncRNA	ENSMUSG00000028646.16	pc	many-to-many
ENSG00000232347.1	lncRNA	ENSMUSG00000059975.15	pc	many-to-many
ENSG00000260924.2	lncRNA	ENSMUSG00000103149.1	lncRNA	one-to-one
ENSG00000227492.1	lncRNA	ENSMUSG00000060183.6	other	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000104902.1	other	many-to-many
ENSG00000236778.7	lncRNA	ENSMUSG00000104699.1	other	one-to-many
ENSG00000261480.1	lncRNA	ENSMUSG00000040936.15	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000087858.1	ncRNA	many-to-many
ENSG00000272934.1	lncRNA	ENSMUSG00000024055.14	pc	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000057842.14	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000080978.2	other	many-to-many
ENSG00000284534.1	lncRNA	ENSMUSG00000066829.7	pc	many-to-many
ENSG00000267383.6	lncRNA	ENSMUSG00000002617.14	pc	many-to-many
ENSG00000103472.10	lncRNA	ENSMUSG00000022682.7	pc	one-to-many
ENSG00000269893.6	lncRNA	ENSMUSG00000104960.1	lncRNA	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000088041.1	ncRNA	many-to-many
ENSG00000231412.2	lncRNA	ENSMUSG00000004540.7	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000073737.3	other	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000100527.1	other	many-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000114261.1	other	many-to-many
ENSG00000259049.1	lncRNA	ENSMUSG00000053205.9	pc	many-to-many
ENSG00000245685.6	lncRNA	ENSMUSG00000025812.17	pc	many-to-many
ENSG00000229122.1	lncRNA	ENSMUSG00000107201.1	lncRNA	one-to-one
ENSG00000274769.1	lncRNA	ENSMUSG00000042208.15	pc	many-to-many
ENSG00000282944.1	lncRNA	ENSMUSG00000048440.15	pc	many-to-many
ENSG00000278986.1	lncRNA	ENSMUSG00000024273.7	pc	one-to-many
ENSG00000258422.5	lncRNA	ENSMUSG00000072974.4	pc	one-to-many
ENSG00000233002.2	lncRNA	ENSMUSG00000021918.10	pc	one-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000114839.1	other	many-to-many
ENSG00000256654.3	lncRNA	ENSMUSG00000047976.4	pc	one-to-many
ENSG00000260141.1	lncRNA	ENSMUSG00000039033.11	pc	many-to-many
ENSG00000253279.5	lncRNA	ENSMUSG00000085292.1	lncRNA	many-to-many
ENSG00000248243.1	lncRNA	ENSMUSG00000039903.16	pc	one-to-many
ENSG00000226889.3	lncRNA	ENSMUSG00000053925.4	lncRNA	one-to-one
ENSG00000273018.5	lncRNA	ENSMUSG00000027157.10	pc	many-to-many
ENSG00000189238.5	lncRNA	ENSMUSG00000104175.1	lncRNA	one-to-one
ENSG00000189295.13	lncRNA	ENSMUSG00000079170.3	pc	many-to-many
ENSG00000237125.8	lncRNA	ENSMUSG00000096086.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000088734.1	ncRNA	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000110073.1	other	many-to-many
ENSG00000253301.5	lncRNA	ENSMUSG00000027157.10	pc	many-to-many
ENSG00000236065.2	lncRNA	ENSMUSG00000109710.1	other	many-to-many
ENSG00000275557.1	lncRNA	ENSMUSG00000082542.2	other	many-to-many
ENSG00000248671.7	lncRNA	ENSMUSG00000111834.1	other	many-to-many
ENSG00000229989.3	lncRNA	ENSMUSG00000098243.3	lncRNA	one-to-many
ENSG00000247828.7	lncRNA	ENSMUSG00000097292.2	lncRNA	one-to-many
ENSG00000250686.2	lncRNA	ENSMUSG00000026058.11	pc	many-to-many
ENSG00000242082.1	lncRNA	ENSMUSG00000035191.15	pc	many-to-many
ENSG00000273971.1	lncRNA	ENSMUSG00000031951.8	pc	one-to-many
ENSG00000273156.1	lncRNA	ENSMUSG00000000568.15	pc	many-to-many
ENSG00000272888.5	lncRNA	ENSMUSG00000108319.1	lncRNA	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000088192.1	ncRNA	many-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000114239.1	other	many-to-many
ENSG00000250765.6	lncRNA	ENSMUSG00000060261.15	pc	many-to-many
ENSG00000214915.3	lncRNA	ENSMUSG00000059695.4	other	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000106283.1	other	many-to-many
ENSG00000267583.5	lncRNA	ENSMUSG00000047989.11	pc	one-to-many
ENSG00000223546.6	lncRNA	ENSMUSG00000081398.1	other	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000054519.8	pc	one-to-many
ENSG00000244550.1	lncRNA	ENSMUSG00000025537.12	pc	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000114918.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077502.1	ncRNA	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000021846.9	pc	many-to-many
ENSG00000225930.3	lncRNA	ENSMUSG00000066406.15	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000088311.1	ncRNA	many-to-many
ENSG00000260417.1	lncRNA	ENSMUSG00000097983.1	lncRNA	one-to-one
ENSG00000246174.7	lncRNA	ENSMUSG00000084274.2	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000094386.1	ncRNA	many-to-many
ENSG00000215117.5	lncRNA	ENSMUSG00000079170.3	pc	many-to-many
ENSG00000267890.1	lncRNA	ENSMUSG00000030731.13	pc	one-to-many
ENSG00000226950.6	lncRNA	ENSMUSG00000077274.1	ncRNA	many-to-many
ENSG00000251273.2	lncRNA	ENSMUSG00000102869.2	lncRNA	one-to-many
ENSG00000203279.3	lncRNA	ENSMUSG00000027157.10	pc	many-to-many
ENSG00000228315.11	lncRNA	ENSMUSG00000075370.10	pc	many-to-many
ENSG00000230551.4	lncRNA	ENSMUSG00000024576.14	pc	many-to-many
ENSG00000266900.1	lncRNA	ENSMUSG00000104044.1	lncRNA	many-to-many
ENSG00000279501.1	lncRNA	ENSMUSG00000053654.7	pc	many-to-many
ENSG00000258399.7	lncRNA	ENSMUSG00000089509.1	ncRNA	many-to-many
ENSG00000278893.1	lncRNA	ENSMUSG00000073647.3	other	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000078868.3	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000090331.1	other	many-to-many
ENSG00000175061.17	lncRNA	ENSMUSG00000064437.1	ncRNA	many-to-many
ENSG00000234953.2	lncRNA	ENSMUSG00000015804.14	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098171.1	other	many-to-many
ENSG00000231183.3	lncRNA	ENSMUSG00000103302.1	lncRNA	one-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000097565.1	pc	many-to-many
ENSG00000234215.2	lncRNA	ENSMUSG00000100420.1	lncRNA	one-to-many
ENSG00000254224.1	lncRNA	ENSMUSG00000109484.1	other	many-to-many
ENSG00000226266.6	lncRNA	ENSMUSG00000026987.16	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077635.1	ncRNA	many-to-many
ENSG00000257235.1	lncRNA	ENSMUSG00000014402.15	pc	many-to-many
ENSG00000196756.11	lncRNA	ENSMUSG00000070170.1	ncRNA	many-to-many
ENSG00000243008.2	lncRNA	ENSMUSG00000038056.15	pc	many-to-many
ENSG00000276570.1	lncRNA	ENSMUSG00000052296.7	pc	one-to-many
ENSG00000137808.12	lncRNA	ENSMUSG00000028785.13	pc	many-to-many
ENSG00000279999.1	lncRNA	ENSMUSG00000000804.14	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000097955.1	other	many-to-many
ENSG00000280009.1	lncRNA	ENSMUSG00000114797.1	pc	many-to-many
ENSG00000274044.4	lncRNA	ENSMUSG00000090236.2	pc	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000078870.9	pc	many-to-many
ENSG00000284634.1	lncRNA	ENSMUSG00000030111.9	pc	many-to-many
ENSG00000269082.1	lncRNA	ENSMUSG00000098214.2	other	many-to-many
ENSG00000242808.7	lncRNA	ENSMUSG00000104797.1	ncRNA	many-to-many
ENSG00000224559.2	lncRNA	ENSMUSG00000063932.5	pc	many-to-many
ENSG00000245384.1	lncRNA	ENSMUSG00000106069.1	lncRNA	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000113712.1	other	many-to-many
ENSG00000224905.6	lncRNA	ENSMUSG00000037001.10	pc	many-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000080898.1	other	many-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000092416.2	pc	many-to-many
ENSG00000273112.1	lncRNA	ENSMUSG00000026656.15	pc	one-to-many
ENSG00000277199.1	lncRNA	ENSMUSG00000025133.9	pc	many-to-many
ENSG00000269043.1	lncRNA	ENSMUSG00000062458.5	other	many-to-many
ENSG00000224078.13	lncRNA	ENSMUSG00000096110.1	ncRNA	many-to-many
ENSG00000278962.1	lncRNA	ENSMUSG00000027386.9	pc	one-to-many
ENSG00000242086.8	lncRNA	ENSMUSG00000035638.14	pc	many-to-many
ENSG00000280323.1	lncRNA	ENSMUSG00000026208.9	pc	one-to-many
ENSG00000223874.1	lncRNA	ENSMUSG00000101968.6	lncRNA	one-to-many
ENSG00000226620.7	lncRNA	ENSMUSG00000099890.2	lncRNA	one-to-one
ENSG00000261606.5	lncRNA	ENSMUSG00000056271.13	pc	one-to-many
ENSG00000272084.1	lncRNA	ENSMUSG00000066036.14	pc	one-to-many
ENSG00000224738.1	lncRNA	ENSMUSG00000085310.7	lncRNA	one-to-one
ENSG00000266268.5	lncRNA	ENSMUSG00000105212.1	lncRNA	many-to-many
ENSG00000280136.2	lncRNA	ENSMUSG00000005442.13	pc	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000114643.1	other	many-to-many
ENSG00000276505.1	lncRNA	ENSMUSG00000032086.12	pc	one-to-many
ENSG00000248671.7	lncRNA	ENSMUSG00000072761.10	lncRNA	many-to-many
ENSG00000279771.1	lncRNA	ENSMUSG00000109844.2	lncRNA	one-to-many
ENSG00000253641.5	lncRNA	ENSMUSG00000091686.1	lncRNA	one-to-many
ENSG00000243349.2	lncRNA	ENSMUSG00000020481.15	pc	many-to-many
ENSG00000278576.1	lncRNA	ENSMUSG00000112218.1	other	one-to-many
ENSG00000233937.6	lncRNA	ENSMUSG00000024542.9	pc	many-to-many
ENSG00000224078.13	lncRNA	ENSMUSG00000096683.1	ncRNA	many-to-many
ENSG00000261480.1	lncRNA	ENSMUSG00000032307.16	pc	one-to-many
ENSG00000248671.7	lncRNA	ENSMUSG00000080709.1	other	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000099927.1	other	many-to-many
ENSG00000235020.4	lncRNA	ENSMUSG00000103050.1	lncRNA	one-to-many
ENSG00000279633.1	lncRNA	ENSMUSG00000021109.13	pc	many-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000082343.1	other	many-to-many
ENSG00000279360.1	lncRNA	ENSMUSG00000092486.1	pc	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000021514.18	pc	many-to-many
ENSG00000249859.9	lncRNA	ENSMUSG00000098308.1	ncRNA	many-to-many
ENSG00000175147.11	lncRNA	ENSMUSG00000073728.10	lncRNA	one-to-one
ENSG00000260958.2	lncRNA	ENSMUSG00000054252.17	pc	one-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000083553.1	other	many-to-many
ENSG00000276934.1	lncRNA	ENSMUSG00000024644.16	pc	many-to-many
ENSG00000256150.2	lncRNA	ENSMUSG00000082835.1	other	many-to-many
ENSG00000258199.1	lncRNA	ENSMUSG00000025369.15	pc	one-to-many
ENSG00000284697.1	lncRNA	ENSMUSG00000023349.14	pc	many-to-many
ENSG00000271882.1	lncRNA	ENSMUSG00000097259.2	lncRNA	one-to-one
ENSG00000246174.7	lncRNA	ENSMUSG00000104241.1	other	many-to-many
ENSG00000250686.2	lncRNA	ENSMUSG00000104433.1	lncRNA	many-to-many
ENSG00000240240.8	lncRNA	ENSMUSG00000026726.10	pc	many-to-many
ENSG00000261069.3	lncRNA	ENSMUSG00000095374.1	ncRNA	many-to-many
ENSG00000250988.7	lncRNA	ENSMUSG00000097277.7	lncRNA	one-to-many
