# Orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)					
# by Sasti Gopal Das					
H_gene_id	H_gene_type	M_gene_id	M_gene_type	orthology_type	gencode_versions
ENSG00000310333.1	lncRNA	ENSMUSG00000112249.4	lncRNA	one-to-one	GENCODE.v47vsM3840
ENSG00000295876.1	lncRNA	ENSMUSG00000123711.1	lncRNA	one-to-many	GENCODE.v47vsM3841
ENSG00000248752.4	lncRNA	ENSMUSG00000136425.1	lncRNA	one-to-many	GENCODE.v47vsM3842
ENSG00000294956.1	lncRNA	ENSMUSG00000105284.2	lncRNA	one-to-many	GENCODE.v47vsM3843
ENSG00000289462.2	lncRNA	ENSMUSG00000127984.1	lncRNA	one-to-many	GENCODE.v47vsM3844
ENSG00000305299.1	lncRNA	ENSMUSG00000138953.1	lncRNA	one-to-one	GENCODE.v47vsM3845
ENSG00000223891.8	lncRNA	ENSMUSG00000099632.4	lncRNA	one-to-one	GENCODE.v47vsM3846
ENSG00000226197.5	lncRNA	ENSMUSG00000136286.1	lncRNA	one-to-many	GENCODE.v47vsM3847
ENSG00000298785.1	lncRNA	ENSMUSG00000118314.3	lncRNA	one-to-one	GENCODE.v47vsM3848
ENSG00000256717.2	lncRNA	ENSMUSG00000109844.4	lncRNA	many-to-many	GENCODE.v47vsM3849
ENSG00000299166.1	lncRNA	ENSMUSG00000117222.3	lncRNA	many-to-many	GENCODE.v47vsM3850
ENSG00000298898.1	lncRNA	ENSMUSG00000104615.2	lncRNA	one-to-one	GENCODE.v47vsM3851
ENSG00000229108.5	lncRNA	ENSMUSG00000101067.4	lncRNA	one-to-one	GENCODE.v47vsM3852
ENSG00000309656.1	lncRNA	ENSMUSG00000127658.1	lncRNA	one-to-many	GENCODE.v47vsM3853
ENSG00000256022.7	lncRNA	ENSMUSG00000106644.3	lncRNA	one-to-many	GENCODE.v47vsM3854
ENSG00000290758.3	lncRNA	ENSMUSG00000139720.1	lncRNA	many-to-many	GENCODE.v47vsM3855
ENSG00000294228.1	lncRNA	ENSMUSG00000118008.3	lncRNA	one-to-many	GENCODE.v47vsM3856
ENSG00000294950.1	lncRNA	ENSMUSG00000137892.1	lncRNA	one-to-one	GENCODE.v47vsM3857
ENSG00000289128.2	lncRNA	ENSMUSG00000108616.4	lncRNA	one-to-many	GENCODE.v47vsM3858
ENSG00000273162.2	lncRNA	ENSMUSG00000120787.2	lncRNA	one-to-one	GENCODE.v47vsM3859
ENSG00000204682.10	lncRNA	ENSMUSG00000054057.4	lncRNA	one-to-many	GENCODE.v47vsM3860
ENSG00000274265.6	lncRNA	ENSMUSG00000130084.1	lncRNA	many-to-many	GENCODE.v47vsM3861
ENSG00000296577.1	lncRNA	ENSMUSG00000056061.5	lncRNA	one-to-many	GENCODE.v47vsM3862
ENSG00000293964.1	lncRNA	ENSMUSG00000123126.1	lncRNA	one-to-one	GENCODE.v47vsM3863
ENSG00000224977.3	lncRNA	ENSMUSG00000123947.1	lncRNA	one-to-one	GENCODE.v47vsM3864
ENSG00000248587.9	lncRNA	ENSMUSG00000103142.2	lncRNA	one-to-many	GENCODE.v47vsM3865
ENSG00000295707.1	lncRNA	ENSMUSG00000120508.2	lncRNA	one-to-many	GENCODE.v47vsM3866
ENSG00000277767.2	lncRNA	ENSMUSG00000109810.2	lncRNA	one-to-one	GENCODE.v47vsM3867
ENSG00000308080.1	lncRNA	ENSMUSG00000129418.1	lncRNA	one-to-many	GENCODE.v47vsM3868
ENSG00000297898.1	lncRNA	ENSMUSG00000127335.1	lncRNA	one-to-many	GENCODE.v47vsM3869
ENSG00000293508.2	lncRNA	ENSMUSG00000142169.1	lncRNA	many-to-many	GENCODE.v47vsM3870
ENSG00000239513.7	lncRNA	ENSMUSG00000110929.3	lncRNA	one-to-one	GENCODE.v47vsM3871
ENSG00000231769.5	lncRNA	ENSMUSG00000120221.2	lncRNA	one-to-one	GENCODE.v47vsM3872
ENSG00000234396.3	lncRNA	ENSMUSG00000141479.1	lncRNA	one-to-one	GENCODE.v47vsM3873
ENSG00000267080.9	lncRNA	ENSMUSG00000134908.1	lncRNA	one-to-one	GENCODE.v47vsM3874
ENSG00000236144.10	lncRNA	ENSMUSG00000109224.3	lncRNA	many-to-many	GENCODE.v47vsM3875
ENSG00000258474.2	lncRNA	ENSMUSG00000120607.2	lncRNA	one-to-one	GENCODE.v47vsM3876
ENSG00000310345.1	lncRNA	ENSMUSG00000110530.3	lncRNA	one-to-one	GENCODE.v47vsM3877
ENSG00000298179.1	lncRNA	ENSMUSG00000133260.1	lncRNA	one-to-one	GENCODE.v47vsM3878
ENSG00000304359.1	lncRNA	ENSMUSG00000123215.1	lncRNA	one-to-one	GENCODE.v47vsM3879
ENSG00000253519.2	lncRNA	ENSMUSG00000126453.1	lncRNA	one-to-one	GENCODE.v47vsM3880
ENSG00000301363.1	lncRNA	ENSMUSG00000112376.3	lncRNA	one-to-many	GENCODE.v47vsM3881
ENSG00000250392.3	lncRNA	ENSMUSG00000102679.3	lncRNA	many-to-many	GENCODE.v47vsM3882
ENSG00000233360.5	lncRNA	ENSMUSG00000084864.3	lncRNA	one-to-one	GENCODE.v47vsM3883
ENSG00000295918.1	lncRNA	ENSMUSG00000123870.1	lncRNA	one-to-one	GENCODE.v47vsM3884
ENSG00000236536.3	lncRNA	ENSMUSG00000140194.1	lncRNA	one-to-one	GENCODE.v47vsM3885
ENSG00000300630.1	lncRNA	ENSMUSG00000114525.3	lncRNA	one-to-one	GENCODE.v47vsM3886
ENSG00000299750.1	lncRNA	ENSMUSG00000122304.1	lncRNA	one-to-many	GENCODE.v47vsM3887
ENSG00000203875.14	lncRNA	ENSMUSG00000131208.1	lncRNA	many-to-many	GENCODE.v47vsM3888
ENSG00000304955.1	lncRNA	ENSMUSG00000128340.1	lncRNA	one-to-many	GENCODE.v47vsM3889
ENSG00000296975.1	lncRNA	ENSMUSG00000124249.1	lncRNA	one-to-one	GENCODE.v47vsM3890
ENSG00000301990.1	lncRNA	ENSMUSG00000098519.3	lncRNA	one-to-one	GENCODE.v47vsM3891
ENSG00000305006.1	lncRNA	ENSMUSG00000137847.1	lncRNA	one-to-one	GENCODE.v47vsM3892
ENSG00000303906.1	lncRNA	ENSMUSG00000120197.2	lncRNA	one-to-one	GENCODE.v47vsM3893
ENSG00000302534.1	lncRNA	ENSMUSG00000141968.1	lncRNA	one-to-one	GENCODE.v47vsM3894
ENSG00000260239.3	lncRNA	ENSMUSG00000114838.2	lncRNA	one-to-one	GENCODE.v47vsM3895
ENSG00000291203.2	lncRNA	ENSMUSG00000106583.3	lncRNA	many-to-many	GENCODE.v47vsM3896
ENSG00000309327.1	lncRNA	ENSMUSG00000131339.1	lncRNA	one-to-one	GENCODE.v47vsM3897
ENSG00000287166.2	lncRNA	ENSMUSG00000097511.4	lncRNA	many-to-many	GENCODE.v47vsM3898
ENSG00000237879.3	lncRNA	ENSMUSG00000107271.5	lncRNA	many-to-many	GENCODE.v47vsM3899
ENSG00000223884.8	lncRNA	ENSMUSG00000113115.3	lncRNA	one-to-one	GENCODE.v47vsM3900
ENSG00000253641.6	lncRNA	ENSMUSG00000091686.3	lncRNA	one-to-many	GENCODE.v47vsM3901
ENSG00000296467.1	lncRNA	ENSMUSG00000136325.1	lncRNA	one-to-one	GENCODE.v47vsM3902
ENSG00000229043.4	lncRNA	ENSMUSG00000121177.2	lncRNA	one-to-one	GENCODE.v47vsM3903
ENSG00000302824.1	lncRNA	ENSMUSG00000113757.3	lncRNA	one-to-many	GENCODE.v47vsM3904
ENSG00000302628.1	lncRNA	ENSMUSG00000086035.4	lncRNA	many-to-many	GENCODE.v47vsM3905
ENSG00000228436.5	lncRNA	ENSMUSG00000085875.5	lncRNA	one-to-one	GENCODE.v47vsM3906
ENSG00000233521.9	lncRNA	ENSMUSG00000105376.7	lncRNA	one-to-one	GENCODE.v47vsM3907
ENSG00000234215.4	lncRNA	ENSMUSG00000105809.2	lncRNA	one-to-many	GENCODE.v47vsM3908
ENSG00000232310.11	lncRNA	ENSMUSG00000120421.2	lncRNA	one-to-many	GENCODE.v47vsM3909
ENSG00000301711.1	lncRNA	ENSMUSG00000135157.1	lncRNA	one-to-one	GENCODE.v47vsM3910
ENSG00000300577.1	lncRNA	ENSMUSG00000143905.1	lncRNA	one-to-one	GENCODE.v47vsM3911
ENSG00000293025.2	lncRNA	ENSMUSG00000140257.1	lncRNA	many-to-many	GENCODE.v47vsM3912
ENSG00000230408.4	lncRNA	ENSMUSG00000142916.1	lncRNA	one-to-many	GENCODE.v47vsM3913
ENSG00000258561.3	lncRNA	ENSMUSG00000112302.2	lncRNA	one-to-one	GENCODE.v47vsM3914
ENSG00000302876.1	lncRNA	ENSMUSG00000121122.2	lncRNA	one-to-many	GENCODE.v47vsM3915
ENSG00000279726.2	lncRNA	ENSMUSG00000103384.2	lncRNA	one-to-one	GENCODE.v47vsM3916
ENSG00000303567.1	lncRNA	ENSMUSG00000123930.1	lncRNA	one-to-many	GENCODE.v47vsM3917
ENSG00000236653.4	lncRNA	ENSMUSG00000102491.2	lncRNA	one-to-one	GENCODE.v47vsM3918
ENSG00000302903.1	lncRNA	ENSMUSG00000138976.1	lncRNA	one-to-many	GENCODE.v47vsM3919
ENSG00000261514.3	lncRNA	ENSMUSG00000120019.2	lncRNA	many-to-many	GENCODE.v47vsM3920
ENSG00000224612.2	lncRNA	ENSMUSG00000129589.1	lncRNA	one-to-one	GENCODE.v47vsM3921
ENSG00000258476.9	lncRNA	ENSMUSG00000100670.2	lncRNA	one-to-many	GENCODE.v47vsM3922
ENSG00000273080.3	lncRNA	ENSMUSG00000108466.2	lncRNA	one-to-many	GENCODE.v47vsM3923
ENSG00000304053.1	lncRNA	ENSMUSG00000095385.6	lncRNA	one-to-many	GENCODE.v47vsM3924
ENSG00000298041.1	lncRNA	ENSMUSG00000085409.3	lncRNA	one-to-half	GENCODE.v47vsM3925
ENSG00000289513.3	lncRNA	ENSMUSG00000134330.1	lncRNA	one-to-one	GENCODE.v47vsM3926
ENSG00000175611.15	lncRNA	ENSMUSG00000121054.2	lncRNA	one-to-one	GENCODE.v47vsM3927
ENSG00000288578.2	lncRNA	ENSMUSG00000127187.1	lncRNA	one-to-one	GENCODE.v47vsM3928
ENSG00000299872.1	lncRNA	ENSMUSG00000133164.1	lncRNA	one-to-many	GENCODE.v47vsM3929
ENSG00000234663.8	lncRNA	ENSMUSG00000143256.1	lncRNA	one-to-many	GENCODE.v47vsM3930
ENSG00000303950.1	lncRNA	ENSMUSG00000109880.3	lncRNA	one-to-one	GENCODE.v47vsM3931
ENSG00000272702.2	lncRNA	ENSMUSG00000141180.1	lncRNA	one-to-one	GENCODE.v47vsM3932
ENSG00000286458.2	lncRNA	ENSMUSG00000130577.1	lncRNA	one-to-half	GENCODE.v47vsM3933
ENSG00000249833.8	lncRNA	ENSMUSG00000140848.1	lncRNA	one-to-one	GENCODE.v47vsM3934
ENSG00000240777.2	lncRNA	ENSMUSG00000135137.1	lncRNA	one-to-one	GENCODE.v47vsM3935
ENSG00000251279.4	lncRNA	ENSMUSG00000121053.2	lncRNA	one-to-one	GENCODE.v47vsM3936
ENSG00000300806.1	lncRNA	ENSMUSG00000097121.4	lncRNA	many-to-many	GENCODE.v47vsM3937
ENSG00000224023.11	lncRNA	ENSMUSG00000101546.3	lncRNA	one-to-many	GENCODE.v47vsM3938
ENSG00000296415.1	lncRNA	ENSMUSG00000139882.1	lncRNA	one-to-one	GENCODE.v47vsM3939
ENSG00000296622.1	lncRNA	ENSMUSG00000137843.1	lncRNA	one-to-one	GENCODE.v47vsM3940
ENSG00000296617.1	lncRNA	ENSMUSG00000120274.2	lncRNA	one-to-one	GENCODE.v47vsM3941
ENSG00000237949.4	lncRNA	ENSMUSG00000143039.1	lncRNA	one-to-one	GENCODE.v47vsM3942
ENSG00000308589.1	lncRNA	ENSMUSG00000140727.1	lncRNA	one-to-one	GENCODE.v47vsM3943
ENSG00000301012.1	lncRNA	ENSMUSG00000143229.1	lncRNA	one-to-many	GENCODE.v47vsM3944
ENSG00000233871.3	lncRNA	ENSMUSG00000097447.9	lncRNA	one-to-many	GENCODE.v47vsM3945
ENSG00000310399.1	lncRNA	ENSMUSG00000138269.1	lncRNA	many-to-many	GENCODE.v47vsM3946
ENSG00000297617.1	lncRNA	ENSMUSG00000120838.2	lncRNA	one-to-one	GENCODE.v47vsM3947
ENSG00000231764.12	lncRNA	ENSMUSG00000094868.2	lncRNA	many-to-many	GENCODE.v47vsM3948
ENSG00000287281.3	lncRNA	ENSMUSG00000118024.4	lncRNA	one-to-one	GENCODE.v47vsM3949
ENSG00000300046.1	lncRNA	ENSMUSG00000129123.1	lncRNA	one-to-many	GENCODE.v47vsM3950
ENSG00000224613.8	lncRNA	ENSMUSG00000121018.2	lncRNA	one-to-many	GENCODE.v47vsM3951
ENSG00000302574.1	lncRNA	ENSMUSG00000120367.2	lncRNA	one-to-one	GENCODE.v47vsM3952
ENSG00000224535.3	lncRNA	ENSMUSG00000073478.9	lncRNA	one-to-many	GENCODE.v47vsM3953
ENSG00000277283.2	lncRNA	ENSMUSG00000107121.4	lncRNA	one-to-one	GENCODE.v47vsM3954
ENSG00000257283.2	lncRNA	ENSMUSG00000123494.1	lncRNA	one-to-one	GENCODE.v47vsM3955
ENSG00000293497.2	lncRNA	ENSMUSG00000142128.1	lncRNA	many-to-many	GENCODE.v47vsM3956
ENSG00000310380.1	lncRNA	ENSMUSG00000134892.1	lncRNA	one-to-one	GENCODE.v47vsM3957
ENSG00000307815.1	lncRNA	ENSMUSG00000106230.3	lncRNA	many-to-many	GENCODE.v47vsM3958
ENSG00000290569.2	lncRNA	ENSMUSG00000130084.1	lncRNA	many-to-many	GENCODE.v47vsM3959
ENSG00000264207.1	lncRNA	ENSMUSG00000050936.7	lncRNA	many-to-many	GENCODE.v47vsM3960
ENSG00000257265.1	lncRNA	ENSMUSG00000136260.1	lncRNA	one-to-many	GENCODE.v47vsM3961
ENSG00000309913.1	lncRNA	ENSMUSG00000074385.5	lncRNA	one-to-one	GENCODE.v47vsM3962
ENSG00000281880.2	lncRNA	ENSMUSG00000086029.9	lncRNA	many-to-many	GENCODE.v47vsM3963
ENSG00000287993.2	lncRNA	ENSMUSG00000118200.4	lncRNA	one-to-many	GENCODE.v47vsM3964
ENSG00000301156.1	lncRNA	ENSMUSG00000114828.3	lncRNA	one-to-one	GENCODE.v47vsM3965
ENSG00000245651.4	lncRNA	ENSMUSG00000120565.2	lncRNA	one-to-one	GENCODE.v47vsM3966
ENSG00000290885.2	lncRNA	ENSMUSG00000140231.1	lncRNA	many-to-many	GENCODE.v47vsM3967
ENSG00000197085.12	lncRNA	ENSMUSG00000085969.3	lncRNA	one-to-one	GENCODE.v47vsM3968
ENSG00000245552.10	lncRNA	ENSMUSG00000130567.1	lncRNA	one-to-many	GENCODE.v47vsM3969
ENSG00000296692.1	lncRNA	ENSMUSG00000109657.3	lncRNA	many-to-many	GENCODE.v47vsM3970
ENSG00000253161.8	lncRNA	ENSMUSG00000100335.4	lncRNA	one-to-many	GENCODE.v47vsM3971
ENSG00000259245.3	lncRNA	ENSMUSG00000099802.2	lncRNA	one-to-one	GENCODE.v47vsM3972
ENSG00000306101.1	lncRNA	ENSMUSG00000135704.1	lncRNA	one-to-many	GENCODE.v47vsM3973
ENSG00000301100.1	lncRNA	ENSMUSG00000138550.1	lncRNA	one-to-one	GENCODE.v47vsM3974
ENSG00000286757.5	lncRNA	ENSMUSG00000115263.3	lncRNA	one-to-one	GENCODE.v47vsM3975
ENSG00000295948.1	lncRNA	ENSMUSG00000132127.1	lncRNA	many-to-many	GENCODE.v47vsM3976
ENSG00000295218.1	lncRNA	ENSMUSG00000136187.1	lncRNA	one-to-one	GENCODE.v47vsM3977
ENSG00000235415.2	lncRNA	ENSMUSG00000136614.1	lncRNA	many-to-many	GENCODE.v47vsM3978
ENSG00000289570.2	lncRNA	ENSMUSG00000125635.1	lncRNA	one-to-one	GENCODE.v47vsM3979
ENSG00000272525.3	lncRNA	ENSMUSG00000048603.11	lncRNA	one-to-many	GENCODE.v47vsM3980
ENSG00000302484.1	lncRNA	ENSMUSG00000143301.1	lncRNA	one-to-one	GENCODE.v47vsM3981
ENSG00000250303.7	lncRNA	ENSMUSG00000124638.1	lncRNA	one-to-one	GENCODE.v47vsM3982
ENSG00000301667.1	lncRNA	ENSMUSG00000112390.4	lncRNA	one-to-many	GENCODE.v47vsM3983
ENSG00000297757.1	lncRNA	ENSMUSG00000102297.2	lncRNA	many-to-many	GENCODE.v47vsM3984
ENSG00000251642.2	lncRNA	ENSMUSG00000105730.3	lncRNA	one-to-many	GENCODE.v47vsM3985
ENSG00000274937.2	lncRNA	ENSMUSG00000128395.1	lncRNA	one-to-half	GENCODE.v47vsM3986
ENSG00000215386.16	lncRNA	ENSMUSG00000102854.2	lncRNA	many-to-many	GENCODE.v47vsM3987
ENSG00000205913.8	lncRNA	ENSMUSG00000140115.1	lncRNA	one-to-one	GENCODE.v47vsM3988
ENSG00000244926.8	lncRNA	ENSMUSG00000027196.14	lncRNA	one-to-one	GENCODE.v47vsM3989
ENSG00000303034.1	lncRNA	ENSMUSG00000111102.2	lncRNA	one-to-one	GENCODE.v47vsM3990
ENSG00000297800.1	lncRNA	ENSMUSG00000097915.5	lncRNA	one-to-one	GENCODE.v47vsM3991
ENSG00000270066.4	lncRNA	ENSMUSG00000130617.1	lncRNA	many-to-many	GENCODE.v47vsM3992
ENSG00000227252.3	lncRNA	ENSMUSG00000133814.1	lncRNA	one-to-one	GENCODE.v47vsM3993
ENSG00000231999.9	lncRNA	ENSMUSG00000133270.1	lncRNA	one-to-many	GENCODE.v47vsM3994
ENSG00000302067.1	lncRNA	ENSMUSG00000102196.3	lncRNA	one-to-one	GENCODE.v47vsM3995
ENSG00000249082.3	lncRNA	ENSMUSG00000100096.2	lncRNA	many-to-many	GENCODE.v47vsM3996
ENSG00000300065.1	lncRNA	ENSMUSG00000085958.2	lncRNA	one-to-one	GENCODE.v47vsM3997
ENSG00000302922.1	lncRNA	ENSMUSG00000121426.1	lncRNA	many-to-many	GENCODE.v47vsM3998
ENSG00000267686.2	lncRNA	ENSMUSG00000117737.3	lncRNA	one-to-one	GENCODE.v47vsM3999
ENSG00000224397.10	lncRNA	ENSMUSG00000087624.3	lncRNA	many-to-many	GENCODE.v47vsM4000
ENSG00000308334.1	lncRNA	ENSMUSG00000122068.1	lncRNA	one-to-many	GENCODE.v47vsM4001
ENSG00000249588.2	lncRNA	ENSMUSG00000103437.2	lncRNA	one-to-one	GENCODE.v47vsM4002
ENSG00000264745.2	lncRNA	ENSMUSG00000117418.3	lncRNA	one-to-one	GENCODE.v47vsM4003
ENSG00000308793.1	lncRNA	ENSMUSG00000120055.2	lncRNA	one-to-many	GENCODE.v47vsM4004
ENSG00000254968.9	lncRNA	ENSMUSG00000111359.3	lncRNA	one-to-many	GENCODE.v47vsM4005
ENSG00000293304.1	lncRNA	ENSMUSG00000106483.3	lncRNA	many-to-many	GENCODE.v47vsM4006
ENSG00000300533.1	lncRNA	ENSMUSG00000127456.2	lncRNA	one-to-many	GENCODE.v47vsM4007
ENSG00000271192.2	lncRNA	ENSMUSG00000097736.10	lncRNA	many-to-many	GENCODE.v47vsM4008
ENSG00000286041.2	lncRNA	ENSMUSG00000044997.5	lncRNA	one-to-one	GENCODE.v47vsM4009
ENSG00000286753.4	lncRNA	ENSMUSG00000113334.3	lncRNA	one-to-one	GENCODE.v47vsM4010
ENSG00000291089.2	lncRNA	ENSMUSG00000121377.2	lncRNA	many-to-many	GENCODE.v47vsM4011
ENSG00000231999.9	lncRNA	ENSMUSG00000126110.1	lncRNA	one-to-many	GENCODE.v47vsM4012
ENSG00000301647.1	lncRNA	ENSMUSG00000115441.3	lncRNA	one-to-one	GENCODE.v47vsM4013
ENSG00000286974.1	lncRNA	ENSMUSG00000125542.1	lncRNA	one-to-many	GENCODE.v47vsM4014
ENSG00000305369.1	lncRNA	ENSMUSG00000135328.1	lncRNA	one-to-one	GENCODE.v47vsM4015
ENSG00000303157.1	lncRNA	ENSMUSG00000140895.1	lncRNA	one-to-many	GENCODE.v47vsM4016
ENSG00000230402.3	lncRNA	ENSMUSG00000140563.1	lncRNA	one-to-one	GENCODE.v47vsM4017
ENSG00000301394.1	lncRNA	ENSMUSG00000143805.1	lncRNA	one-to-one	GENCODE.v47vsM4018
ENSG00000251574.9	lncRNA	ENSMUSG00000101606.2	lncRNA	one-to-one	GENCODE.v47vsM4019
ENSG00000304134.1	lncRNA	ENSMUSG00000103705.2	lncRNA	one-to-one	GENCODE.v47vsM4020
ENSG00000303734.1	lncRNA	ENSMUSG00000099869.8	lncRNA	many-to-many	GENCODE.v47vsM4021
ENSG00000297119.1	lncRNA	ENSMUSG00000138263.1	lncRNA	one-to-many	GENCODE.v47vsM4022
ENSG00000277268.3	lncRNA	ENSMUSG00000087211.10	lncRNA	one-to-many	GENCODE.v47vsM4023
ENSG00000303482.1	lncRNA	ENSMUSG00000131317.1	lncRNA	one-to-one	GENCODE.v47vsM4024
ENSG00000225767.2	lncRNA	ENSMUSG00000085256.4	lncRNA	one-to-one	GENCODE.v47vsM4025
ENSG00000234377.9	lncRNA	ENSMUSG00000139403.1	lncRNA	one-to-many	GENCODE.v47vsM4026
ENSG00000278893.1	lncRNA	ENSMUSG00000110084.2	lncRNA	many-to-many	GENCODE.v47vsM4027
ENSG00000295966.1	lncRNA	ENSMUSG00000125010.1	lncRNA	one-to-one	GENCODE.v47vsM4028
ENSG00000233718.10	lncRNA	ENSMUSG00000124527.1	lncRNA	one-to-one	GENCODE.v47vsM4029
ENSG00000272195.2	lncRNA	ENSMUSG00000138911.1	lncRNA	one-to-one	GENCODE.v47vsM4030
ENSG00000225214.2	lncRNA	ENSMUSG00000140556.1	lncRNA	one-to-one	GENCODE.v47vsM4031
ENSG00000303898.1	lncRNA	ENSMUSG00000045746.5	lncRNA	one-to-one	GENCODE.v47vsM4032
ENSG00000286115.2	lncRNA	ENSMUSG00000097025.3	lncRNA	one-to-one	GENCODE.v47vsM4033
ENSG00000260830.3	lncRNA	ENSMUSG00000097533.4	lncRNA	one-to-one	GENCODE.v47vsM4034
ENSG00000235126.2	lncRNA	ENSMUSG00000116762.3	lncRNA	one-to-one	GENCODE.v47vsM4035
ENSG00000231073.2	lncRNA	ENSMUSG00000093424.6	lncRNA	one-to-many	GENCODE.v47vsM4036
ENSG00000266560.5	lncRNA	ENSMUSG00000121394.1	lncRNA	many-to-many	GENCODE.v47vsM4037
ENSG00000310312.1	lncRNA	ENSMUSG00000112482.3	lncRNA	one-to-one	GENCODE.v47vsM4038
ENSG00000254602.3	lncRNA	ENSMUSG00000097187.3	lncRNA	one-to-one	GENCODE.v47vsM4039
ENSG00000229425.6	lncRNA	ENSMUSG00000109333.3	lncRNA	many-to-many	GENCODE.v47vsM4040
ENSG00000309740.1	lncRNA	ENSMUSG00000114680.3	lncRNA	one-to-one	GENCODE.v47vsM4041
ENSG00000235434.2	lncRNA	ENSMUSG00000140657.1	lncRNA	one-to-one	GENCODE.v47vsM4042
ENSG00000259676.2	lncRNA	ENSMUSG00000097441.3	lncRNA	one-to-one	GENCODE.v47vsM4043
ENSG00000308222.1	lncRNA	ENSMUSG00000097812.3	lncRNA	one-to-many	GENCODE.v47vsM4044
ENSG00000310384.1	lncRNA	ENSMUSG00000131289.1	lncRNA	one-to-many	GENCODE.v47vsM4045
ENSG00000239922.3	lncRNA	ENSMUSG00000137040.1	lncRNA	one-to-many	GENCODE.v47vsM4046
ENSG00000255314.5	lncRNA	ENSMUSG00000132970.1	lncRNA	one-to-one	GENCODE.v47vsM4047
ENSG00000247134.9	lncRNA	ENSMUSG00000142075.1	lncRNA	one-to-many	GENCODE.v47vsM4048
ENSG00000233098.11	lncRNA	ENSMUSG00000133119.1	lncRNA	many-to-many	GENCODE.v47vsM4049
ENSG00000226828.3	lncRNA	ENSMUSG00000126692.1	lncRNA	one-to-many	GENCODE.v47vsM4050
ENSG00000223989.1	lncRNA	ENSMUSG00000086949.2	lncRNA	one-to-one	GENCODE.v47vsM4051
ENSG00000229388.2	lncRNA	ENSMUSG00000120711.2	lncRNA	many-to-many	GENCODE.v47vsM4052
ENSG00000264000.2	lncRNA	ENSMUSG00000135855.1	lncRNA	one-to-one	GENCODE.v47vsM4053
ENSG00000271855.2	lncRNA	ENSMUSG00000116819.3	lncRNA	one-to-one	GENCODE.v47vsM4054
ENSG00000293801.1	lncRNA	ENSMUSG00000120368.2	lncRNA	one-to-one	GENCODE.v47vsM4055
ENSG00000289254.2	lncRNA	ENSMUSG00000085779.3	lncRNA	one-to-one	GENCODE.v47vsM4056
ENSG00000224177.9	lncRNA	ENSMUSG00000114018.4	lncRNA	many-to-many	GENCODE.v47vsM4057
ENSG00000298527.1	lncRNA	ENSMUSG00000136969.1	lncRNA	one-to-one	GENCODE.v47vsM4058
ENSG00000287980.2	lncRNA	ENSMUSG00000141697.1	lncRNA	one-to-one	GENCODE.v47vsM4059
ENSG00000296567.1	lncRNA	ENSMUSG00000127080.1	lncRNA	one-to-one	GENCODE.v47vsM4060
ENSG00000226519.5	lncRNA	ENSMUSG00000115596.3	lncRNA	many-to-many	GENCODE.v47vsM4061
ENSG00000305295.1	lncRNA	ENSMUSG00000131196.1	lncRNA	one-to-many	GENCODE.v47vsM4062
ENSG00000234261.7	lncRNA	ENSMUSG00000113689.3	lncRNA	many-to-many	GENCODE.v47vsM4063
ENSG00000307845.1	lncRNA	ENSMUSG00000119969.2	lncRNA	one-to-one	GENCODE.v47vsM4064
ENSG00000303517.1	lncRNA	ENSMUSG00000118134.4	lncRNA	one-to-many	GENCODE.v47vsM4065
ENSG00000287220.1	lncRNA	ENSMUSG00000129772.1	lncRNA	one-to-one	GENCODE.v47vsM4066
ENSG00000243276.7	lncRNA	ENSMUSG00000116573.2	lncRNA	one-to-one	GENCODE.v47vsM4067
ENSG00000236423.9	lncRNA	ENSMUSG00000127216.1	lncRNA	one-to-many	GENCODE.v47vsM4068
ENSG00000254905.1	lncRNA	ENSMUSG00000110774.2	lncRNA	one-to-one	GENCODE.v47vsM4069
ENSG00000293616.2	lncRNA	ENSMUSG00000097048.10	lncRNA	one-to-many	GENCODE.v47vsM4070
ENSG00000299332.1	lncRNA	ENSMUSG00000129475.1	lncRNA	one-to-one	GENCODE.v47vsM4071
ENSG00000286419.2	lncRNA	ENSMUSG00000097592.4	lncRNA	one-to-one	GENCODE.v47vsM4072
ENSG00000234275.5	lncRNA	ENSMUSG00000130918.1	lncRNA	one-to-one	GENCODE.v47vsM4073
ENSG00000255458.10	lncRNA	ENSMUSG00000107195.2	lncRNA	one-to-one	GENCODE.v47vsM4074
ENSG00000232940.9	lncRNA	ENSMUSG00000125497.1	lncRNA	one-to-half	GENCODE.v47vsM4075
ENSG00000260394.3	lncRNA	ENSMUSG00000120308.2	lncRNA	one-to-one	GENCODE.v47vsM4076
ENSG00000253799.2	lncRNA	ENSMUSG00000142401.1	lncRNA	one-to-one	GENCODE.v47vsM4077
ENSG00000286739.3	lncRNA	ENSMUSG00000100291.8	lncRNA	one-to-many	GENCODE.v47vsM4078
ENSG00000289926.2	lncRNA	ENSMUSG00000124971.1	lncRNA	one-to-one	GENCODE.v47vsM4079
ENSG00000258537.7	lncRNA	ENSMUSG00000113900.2	lncRNA	one-to-one	GENCODE.v47vsM4080
ENSG00000286557.2	lncRNA	ENSMUSG00000131891.1	lncRNA	one-to-one	GENCODE.v47vsM4081
ENSG00000235597.4	lncRNA	ENSMUSG00000101299.5	lncRNA	one-to-many	GENCODE.v47vsM4082
